ID,AvatarLevel,Gold,Gems,Purchases,VipLevel,TotalPlay,TotalWon,TotalLost,FirstInstallDate,LastSeenDate,Card_score,TotalStars,Overall_progress
usr088192,100,2034300,60,{'starter_2': 4},5,7,7,0,2024-03-28,2024-03-28,0.0060536398467432948,15,0.0064935064935064939
usr098446,100,2033350,60,{'starter_2': 4},5,7,6,0,2024-03-28,2024-03-28,0.0060536398467432948,15,0.0064935064935064939
usr085406,61,206999174,89177,{},20,20,19,0,2023-12-22,2024-04-10,0.018480798360509667,51,0.020562770562770564
usr052975,29,655679,17460,"{'gem_sub_1': 1, 'gem_sub_2': 1}",5,856,846,2,2024-01-02,2024-03-28,0.018862163074024347,171,0.03610389610389611
usr017480,36,3746320,11710,{},0,3342,3341,0,2024-03-22,2024-03-25,0.019253324082667316,126,0.031168831168831169
usr070076,70,54363300,91377,"{'starter_3': 2, 'starter_2': 2, 'starter_1': 3, 'gem_5': 4, 'gem_4': 2, 'gem_3': 2, 'gem_2': 2, 'gem_1': 4, 'timed_h_1_1': 1, 'timed_h_1_2': 1, 'timed_h_1_3': 1, 'timed_h_1_4': 1, 'timed_h_1_5': 1, 'timed_h_1_6': 1, 'timed_n_2_1': 1, 'timed_n_2_2': 1, 'timed_j_1_1': 1, 'timed_j_1_2': 1, 'timed_j_1_3': 1, 'timed_j_1_4': 1, 'timed_g_2_5': 1, 'timed_g_2_6': 1, 'timed_g_2_7': 1, 'timed_g_2_8': 1, 'gem_sub_1': 2, 'timed_p_3_2': 1, 'timed_p_3_1': 1, 'timed_p_3_3': 1, 'prog_10': 1, 'prog_s_3': 1, 'daily_7': 1, 'daily_9': 1, 'timed_i_3_1': 1}",16,215,199,2,2020-07-16,2024-04-12,0.025211018304104636,562,0.10452961672473868
usr063431,22,1397741,2496,{'gem_sub_1': 1},1,468,432,30,2024-03-23,2024-04-04,0.027512802261006941,394,0.063760954492661823
usr102326,25,10822061,20441,"{'starter_3': 1, 'gem_sub_1': 2, 'clan_1': 1, 'gem_1': 3, 'timed_n_0_1': 2, 'timed_n_0_4': 1, 'timed_n_0_5': 1, 'timed_n_0_2': 1, 'timed_n_0_3': 1, 'timed_n_5_1': 1, 'timed_n_5_2': 1, 'timed_n_5_3': 1, 'timed_n_5_4': 1, 'timed_n_5_5': 1, 'starter_1': 1, 'timed_b_2_1': 1}",10,33,32,0,2023-04-25,2024-01-29,0.0292739979196013,96,0.031168831168831169
usr044016,30,12236170,3320,{},0,2093,2083,4,2021-12-02,2024-03-02,0.039923141382013458,112,0.030735930735930735
usr109714,34,14579036,6259,"{'starter_1': 1, 'gem_sub_1': 1, 'starter_2': 1, 'prog_20': 1}",5,881,864,5,2024-03-25,2024-04-12,0.040699566600290137,1962,0.25714285714285717
usr027162,30,49627486,16106,{},0,1594,481,141,2022-02-23,2024-04-12,0.043678210977256771,442,0.0737415971562313
usr107196,79,94575156,33551,{},0,11270,10300,892,2021-12-02,2024-04-12,0.043925295866133647,809,0.13276575276575275
usr003081,34,65834608,32605,{},0,2975,489,1,0001-01-02,2024-04-12,0.044131038086914209,618,0.089658489658489646
usr047005,21,195670304,8202,{},0,407,387,2,2024-03-25,2024-04-09,0.046062650235721786,960,0.14363636363636365
usr046274,31,2819372,1225,{'gem_sub_1': 1},1,1522,880,59,2022-02-10,2024-03-04,0.046222679749751465,758,0.11927849927849929
usr001339,92,102000578,7022,{'gem_sub_1': 2},2,15043,12539,233,2022-11-26,2024-04-12,0.049647568646649584,1199,0.17529355176414
usr049855,21,18006908,3590,{},0,885,876,6,2021-11-04,2024-02-06,0.050766233467187664,33,0.014285714285714287
usr074837,40,25204784,7130,{'gem_sub_1': 1},1,2047,1858,90,2021-12-03,2024-04-12,0.0510226641317439,679,0.11629254214620068
usr044663,23,12282136,10472,{},0,558,477,8,2022-09-20,2024-04-12,0.056059801951650251,653,0.11137859430542359
usr045478,28,10070367,4288,{'gem_sub_1': 1},1,861,654,11,2022-07-22,2024-04-11,0.056071230128337972,616,0.10415103415103416
usr015808,21,2514627,843,"{'gem_3': 2, 'special_5': 1, 'daily_9': 1, 'gem_sub_1': 2, 'gem_2': 1, 'gem_5': 1, 'special_4': 1}",6,454,380,9,2021-05-04,2024-01-18,0.057033514642382668,882,0.14157768157768158
usr040295,21,1073461,293,{'gem_sub_1': 1},0,462,409,3,2023-12-22,2024-02-18,0.057706000018020787,638,0.10620490620490619
usr068166,29,6193898,2741,{},0,956,688,4,2024-02-03,2024-04-12,0.0585502734653055,936,0.14526308379966915
usr029178,24,4225483,2863,{},0,639,490,24,2023-10-02,2024-04-12,0.058643546008547862,655,0.10525252525252525
usr083733,35,10271412,6756,{},0,1127,1065,9,2023-12-17,2024-04-12,0.059840966634529605,1729,0.26424883758217088
usr091048,23,1310378,302,{},0,505,447,0,2023-12-26,2024-02-12,0.060201757626543409,894,0.14218374218374219
usr015211,26,7226354,517,"{'gem_5': 14, 'gem_4': 1, 'starter_2': 1, 'starter_3': 1, 'gem_3': 1, 'daily_9': 2, 'gem_2': 1, 'gem_1': 2, 'gem_sub_1': 1, 'prog_15': 1, 'daily_1': 2, 'daily_2': 1, 'starter_1': 1, 'prog_20': 1, 'daily_6': 1, 'timed_n_4_5': 2, 'timed_n_4_4': 1}",14,653,514,27,2022-06-18,2024-03-10,0.060343886501135813,987,0.15115733408416338
usr002122,38,6160252,2698,"{'gem_sub_1': 2, 'starter_1': 1, 'daily_6': 1}",3,1561,1337,70,2024-02-06,2024-04-12,0.060589294456508361,851,0.13448452781786116
usr104410,30,7028110,4021,{},0,1261,703,286,2022-02-09,2024-04-02,0.061605816506431918,673,0.11194148218538463
usr019752,34,7358212,4420,{},0,1348,1035,113,2024-02-16,2024-04-12,0.0630873046622756,695,0.10744588744588744
usr045397,20,4823421,5206,"{'gem_sub_1': 2, 'starter_1': 1}",2,654,450,186,2022-02-16,2024-01-17,0.063286118895086035,349,0.069347129834934712
usr092899,28,379,5587,{'gem_sub_1': 1},1,677,659,9,2024-03-23,2024-04-12,0.065342204561859824,1002,0.16077851687607786
usr004193,28,412230,47,{},0,1011,497,466,2022-01-21,2024-04-11,0.065841405140126555,386,0.059425615035371138
usr019090,32,1082643,1020,{},0,1072,883,15,2024-01-10,2024-04-12,0.065918534069782458,1068,0.15740259740259741
usr090060,21,2226192,1535,{},0,417,361,6,2024-03-10,2024-04-11,0.067203295399595742,725,0.10020843354176687
usr068952,38,118104,248,"{'special_5': 1, 'daily_9': 2, 'starter_3': 1, 'gem_sub_1': 1, 'special_4': 1, 'starter_1': 1, 'starter_2': 1, 'prog_10': 1, 'gem_1': 1, 'prog_15': 1, 'gem_2': 1, 'daily_4': 1, 'prog_20': 1, 'gem_3': 1, 'daily_5': 2, 'prog_25': 1, 'prog_27': 1, 'gem_5': 1, 'prog_30': 1, 'gem_4': 1, 'prog_32': 1, 'daily_6': 1, 'timed_m_2_1': 1}",11,1551,1308,71,2022-03-06,2024-04-05,0.067429886659318192,2084,0.29882069999717054
usr010178,35,4621752,1842,{'gem_sub_1': 1},1,1280,1060,185,2022-05-24,2024-03-25,0.068123811754953453,784,0.13097322430655764
usr043384,21,212538,721,{},0,433,371,35,0001-01-01,2024-04-12,0.068758668745063062,875,0.13938431938431939
usr091201,28,222407,156,"{'starter_2': 1, 'starter_1': 1, 'clan_2': 2, 'clan_1': 2, 'daily_5': 1, 'prog_10': 1, 'prog_15': 1, 'prog_25': 1}",6,692,594,30,2023-01-17,2024-02-05,0.069597686132110315,1405,0.20075880758807588
usr016699,24,1888242,521,"{'gem_sub_1': 1, 'daily_9': 2}",2,602,469,3,2023-12-27,2024-03-08,0.069657650270762192,1019,0.15140111920599728
usr107134,28,2703854,124,{},0,740,648,1,2024-02-24,2024-03-06,0.069852590036311862,1225,0.17930415263748598
usr038764,25,2625110,2325,{},0,570,524,30,2024-01-20,2024-03-08,0.070858099388595039,1028,0.15866141085653279
usr018705,31,1944241,3217,"{'starter_1': 1, 'starter_2': 1}",3,953,752,63,2023-12-26,2024-04-11,0.072165662008295564,1262,0.18877821967252861
usr104443,31,9050629,171,"{'gem_sub_1': 1, 'starter_1': 1, 'starter_2': 1, 'gem_1': 1, 'prog_10': 1, 'starter_3': 1, 'prog_20': 1, 'prog_27': 1}",7,951,783,26,2023-11-13,2024-02-18,0.0734060321550748,1359,0.19900382062983688
usr107932,21,2925801,2070,{'gem_sub_1': 1},1,520,368,0,2023-12-22,2024-02-06,0.073977516076035671,681,0.096681096681096687
usr040107,28,2506177,15,{'gem_sub_1': 1},1,887,869,11,2022-01-16,2024-04-12,0.076420202493474976,950,0.14163868651673528
usr068402,33,56452836,593,"{'starter_3': 1, 'starter_2': 1, 'starter_1': 1, 'prog_10': 1, 'clan_3': 2, 'prog_15': 1, 'daily_1': 5, 'daily_2': 1, 'timed_m_2_4': 2, 'timed_m_2_1': 10, 'timed_m_2_2': 3, 'daily_4': 4, 'prog_20': 1, 'daily_3': 2, 'prog_25': 1, 'clan_2': 2, 'timed_f_5_2': 5, 'timed_a_5_2': 5, 'gem_5': 2, 'gem_4': 1, 'timed_a_5_4': 2, 'timed_i_4_1': 3, 'prog_32': 1, 'timed_i_4_2': 1}",15,970,808,84,2023-10-27,2024-04-04,0.077192723209860967,1729,0.2401230266270917
usr109747,31,3665081,264,{},0,989,770,25,0001-01-01,2024-03-05,0.0776230543817021,1584,0.21794131794131794
usr009692,34,2881473,3901,"{'daily_7': 1, 'starter_2': 1, 'gem_sub_1': 1}",3,1272,1233,12,2021-12-16,2024-01-24,0.077887344107756246,588,0.093154541935029742
usr004632,24,4282816,4005,{},0,588,462,19,2024-02-17,2024-04-12,0.078017053662873287,1246,0.18827571103993868
usr066258,23,497394,280,{'gem_sub_1': 1},1,477,463,10,2024-03-23,2024-04-12,0.0794362800308756,850,0.13287157287157289
usr050634,27,3550670,3375,{},0,669,482,105,0001-01-01,2024-02-23,0.080587402274822861,402,0.062770562770562782
usr088106,21,1594572,295,{'gem_sub_1': 1},1,386,377,0,2021-01-18,2024-03-11,0.082056005574427313,795,0.12600789153634684
usr001511,23,539288,1793,{'gem_sub_1': 1},1,502,469,19,2024-03-11,2024-04-11,0.083071085962114322,766,0.12380311046977714
usr060340,25,2963501,254,{},0,802,542,22,2024-03-05,2024-04-07,0.083396841558316739,876,0.14987012987012985
usr011231,29,264113,257,"{'special_5': 1, 'gem_sub_1': 1, 'gem_1': 1, 'prog_27': 1}",2,932,656,16,2021-09-19,2024-03-08,0.084892355886336951,1293,0.18765619806270212
usr087005,39,28571916,3870,{},0,2417,1448,23,2021-02-11,2024-04-12,0.085137733807079563,1106,0.18421356421356422
usr052755,20,22944,2000,{},0,512,470,9,2022-02-22,2024-04-09,0.085163703750424244,573,0.096295709710343846
usr008788,27,2842064,1760,"{'starter_1': 1, 'gem_2': 1, 'gem_3': 1, 'starter_2': 1, 'timed_n_4_2': 1, 'prog_15': 1}",4,771,593,42,2022-07-08,2024-02-05,0.085609082271859455,907,0.14748460211874848
usr047017,29,2525362,2378,{},0,804,762,23,2024-03-09,2024-04-12,0.086828598373925134,800,0.11978194644861312
usr087782,33,6610995,2813,{},0,1250,858,279,2022-02-12,2024-04-09,0.086987286341151354,1109,0.16098311805628879
usr023327,42,7257331,2635,"{'starter_3': 1, 'special_5': 1, 'gem_sub_1': 2, 'starter_2': 1, 'special_4': 1, 'gem_3': 1, 'prog_27': 1, 'gem_2': 1, 'prog_30': 1}",7,1749,1473,52,2021-10-01,2024-01-18,0.08819231574004828,1988,0.29045506418055445
usr063400,22,1424248,1261,{'gem_sub_1': 1},1,595,406,4,0001-01-01,2024-02-28,0.088464614700749969,823,0.12804232804232804
usr077920,25,726980,2254,{'gem_sub_1': 1},1,561,530,4,2024-01-21,2024-03-29,0.088516749812533851,891,0.1420875420875421
usr000088,64,129217568,39599,"{'special_4': 1, 'clan_1': 1}",1,6489,4004,109,2020-05-22,2024-04-12,0.088687021135369082,1344,0.19401686033264981
usr096875,27,289656,680,{'gem_sub_1': 1},1,624,593,28,2024-03-20,2024-04-11,0.089171945252876569,933,0.14499208108964209
usr102744,20,497437,127,"{'gem_sub_1': 1, 'starter_1': 1}",2,535,330,16,2023-10-21,2024-04-10,0.090319673583641943,690,0.11679864850596557
usr082720,20,955228,173,{},0,392,358,5,2024-01-22,2024-02-01,0.090336568062976616,663,0.11016154577130187
usr081033,29,1625339,1579,"{'starter_1': 1, 'gem_4': 1, 'gem_5': 1, 'gem_3': 1, 'starter_2': 1, 'prog_20': 1, 'gem_sub_1': 1}",8,838,703,123,2019-11-13,2024-03-25,0.090346354346561589,852,0.15003755826055479
usr030111,25,117160,96,{'gem_sub_1': 1},1,656,541,8,2023-07-31,2024-04-12,0.090363228802809642,383,0.0610917537746806
usr081438,25,189550,275,"{'gem_2': 1, 'gem_3': 1, 'starter_2': 1, 'gem_sub_1': 1, 'starter_1': 1, 'gem_1': 2, 'daily_10': 1, 'gem_4': 1, 'starter_3': 1, 'prog_15': 1}",7,562,487,17,2023-04-18,2024-02-01,0.09040963230604887,1275,0.19264069264069264
usr026607,66,48611408,773,{},0,7736,3886,288,2020-07-05,2024-04-12,0.090679123028852268,2825,0.40590744041724441
usr005531,27,4387365,1494,{'gem_sub_1': 1},1,786,765,14,2021-12-14,2024-03-02,0.091623281643735219,323,0.05640375884278323
usr088917,41,3770053,2666,{},0,2104,1597,270,2024-01-04,2024-04-12,0.091731251132555827,771,0.13287157287157286
usr047420,26,1485403,924,"{'starter_1': 1, 'gem_sub_1': 1}",2,528,509,15,2024-03-23,2024-04-12,0.092085709823426412,1124,0.16959130601407024
usr093353,21,2602664,399,{},0,496,374,20,2023-09-09,2024-04-08,0.093038978942720951,679,0.11243022560095729
usr018914,50,6501456,8107,{},0,2840,2686,77,2022-03-15,2024-02-19,0.093226385021930286,2036,0.28272246272246271
usr028934,30,26051920,148437,{},0,854,654,83,2022-03-06,2024-03-25,0.093510167222807888,1519,0.21298701298701297
usr045839,28,4869521,1159,{},0,792,587,105,2023-12-10,2024-03-29,0.093580403204895246,796,0.11574795574795574
usr102872,31,2659431,71,{},0,1156,789,169,2022-06-13,2024-02-04,0.093913347089193841,1136,0.17572105100560387
usr033129,23,817745,1575,"{'starter_2': 1, 'gem_sub_1': 1, 'starter_1': 1, 'gem_1': 1}",4,560,441,4,2024-03-04,2024-03-15,0.0942158608876034,863,0.13520923520923522
usr095560,25,1273269,205,"{'starter_1': 1, 'gem_sub_1': 2, 'gem_1': 1}",3,627,541,9,2023-12-15,2024-04-10,0.094377472225475975,1017,0.16006952998822918
usr108701,21,500663,640,{'gem_sub_1': 1},1,417,400,15,2024-03-26,2024-04-12,0.095203619773598966,729,0.1171956498785767
usr036037,29,266580,848,{'starter_1': 1},1,813,714,14,2024-03-19,2024-04-12,0.095429900675478824,1229,0.18329223321093241
usr102209,24,4634613,207,{},0,559,500,22,2023-09-14,2024-01-17,0.095506143583551834,784,0.1254624448120383
usr083887,22,2256130,219,"{'starter_1': 1, 'prog_10': 1, 'prog_15': 1, 'starter_2': 1}",4,460,449,7,2024-03-17,2024-04-12,0.095691432221351222,858,0.13681577681577684
usr064754,25,3708497,632,{},0,585,488,30,2024-02-14,2024-02-27,0.0966931722275784,1322,0.19456594594805976
usr061170,23,4676635,4258,{},0,1085,1083,0,2022-03-04,2024-04-11,0.097244893362046433,130,0.037056277056277058
usr010930,25,218942,606,"{'gem_sub_1': 1, 'timed_f_5_7': 2}",2,613,540,1,0001-01-01,2024-04-10,0.098213830546620251,770,0.12281545614878947
usr068028,27,3811521,485,{},0,654,583,54,2024-03-17,2024-04-11,0.098728003387906257,1209,0.18029915883574421
usr029452,24,89718,375,"{'starter_1': 1, 'starter_2': 1, 'timed_d_1_2': 3, 'gem_3': 1, 'prog_10': 1, 'prog_15': 1, 'gem_sub_1': 1, 'gem_2': 1}",5,514,472,13,2020-09-13,2024-02-14,0.099927696634219243,833,0.13048581048581048
usr104893,22,559836,1479,"{'gem_sub_1': 1, 'timed_f_5_7': 2}",2,496,422,2,2024-02-14,2024-03-04,0.10015253086809091,592,0.10719037060500475
usr092761,23,49693,216,{'starter_1': 1},1,497,452,5,0001-01-01,2024-04-11,0.10078566086697963,1021,0.15290293566716329
usr103312,35,811285,6619,"{'gem_sub_1': 2, 'starter_1': 1, 'daily_6': 1}",3,1199,1081,34,2024-03-15,2024-04-12,0.10092724411246168,1101,0.16942197820246602
usr006220,85,104334824,59152,"{'gem_sub_1': 2, 'starter_1': 1, 'starter_2': 1, 'daily_5': 1, 'prog_s_1': 1, 'prog_s_4': 1, 'starter_3': 1}",6,9981,9163,31,2021-12-11,2024-04-12,0.10194589361533848,740,0.11132275132275132
usr094079,33,10189770,225,"{'starter_2': 1, 'starter_3': 1, 'starter_1': 1, 'prog_15': 1, 'prog_20': 1, 'timed_f_4_1': 2, 'timed_f_4_2': 2, 'daily_9': 1}",9,1058,982,36,2023-01-04,2024-03-12,0.10208697628365505,1196,0.18029610858879153
usr095378,22,968225,998,{},0,547,421,5,2021-07-09,2024-04-11,0.10210072713839055,723,0.10004810004810005
usr039783,54,10997937,8973,{},0,3919,2719,25,2023-01-14,2024-03-25,0.10230485249492664,2547,0.351986531986532
usr067513,23,7624738,6696,{},0,560,454,4,2022-07-09,2024-04-12,0.10255400977326859,921,0.14455354943159821
usr009248,23,5842258,50,"{'daily_7': 1, 'prog_15': 1, 'starter_1': 1, 'gem_sub_1': 1, 'gem_3': 1}",4,475,436,3,2021-02-21,2024-01-31,0.1026738729755408,1087,0.16013436728883881
usr094175,31,113523,1090,"{'starter_3': 1, 'starter_2': 1, 'special_4': 1, 'starter_1': 1, 'gem_3': 4, 'prog_10': 1, 'gem_4': 1, 'prog_s_3': 1, 'gem_5': 4, 'gem_2': 9, 'prog_15': 1, 'gem_sub_1': 2, 'daily_6': 2, 'prog_20': 1, 'gem_1': 1, 'prog_25': 1, 'daily_10': 1, 'prog_27': 1, 'daily_1': 1, 'daily_8': 1, 'prog_30': 1, 'daily_4': 1, 'timed_j_3_3': 1}",12,820,744,11,0001-01-02,2024-03-23,0.1034080544868233,1729,0.2432034632034632
usr009734,25,1121441,270,"{'gem_sub_1': 1, 'gem_1': 1, 'starter_1': 1}",2,564,522,22,2024-02-26,2024-04-12,0.10348308599815588,1092,0.16477207225174706
usr087028,44,6591232,3770,"{'gem_sub_1': 5, 'timed_c_5_4': 1, 'gem_1': 1, 'gem_2': 1, 'timed_f_5_1': 1}",4,2038,1613,58,2023-11-17,2024-04-12,0.10385896939170865,2310,0.32760801980314175
usr076123,24,1355136,2575,{'gem_sub_1': 1},1,637,468,33,2021-10-04,2024-02-13,0.1042301223310477,705,0.10753567420234086
usr105191,34,2394078,6392,{},0,1220,1121,77,2022-12-18,2024-04-12,0.1042796794704294,984,0.15590187590187587
usr061138,26,2617733,2233,{},0,703,566,16,2024-01-03,2024-04-10,0.1043135735503035,918,0.14111639038468304
usr034462,38,11577904,12087,{},0,1779,1372,100,2021-02-26,2024-01-20,0.10462916743004685,568,0.078172198172198171
usr034645,34,15361946,3292,"{'starter_1': 1, 'timed_c_4_3': 1, 'timed_f_4_3': 1, 'prog_27': 1}",3,1355,944,20,0001-01-01,2024-04-11,0.10488489228079975,820,0.11746673080006413
usr034945,24,1827957,2385,{},0,653,468,6,2021-09-26,2024-03-11,0.10499966961907078,618,0.10421356421356419
usr064401,22,260687,385,{'gem_sub_1': 1},1,446,433,9,2024-03-25,2024-04-12,0.10514215390345068,732,0.11948263118994827
usr052588,20,550717,305,{},0,462,349,1,2023-03-24,2024-03-29,0.10538681599884667,681,0.11568061568061569
usr024225,20,419374,785,{'gem_sub_1': 1},1,369,367,1,2024-03-29,2024-04-12,0.10543698884814191,761,0.11926301340935487
usr001083,23,102375,2393,{},0,605,555,11,2022-02-21,2024-04-09,0.10548162030821538,792,0.12814087448233791
usr093206,31,404115,92,"{'timed_a_3_3': 1, 'starter_1': 1, 'prog_10': 1, 'gem_sub_1': 1, 'starter_2': 1, 'gem_2': 1, 'gem_1': 1}",4,898,773,58,2022-03-31,2024-02-25,0.10556912119673983,1242,0.18218960804326656
usr089434,25,5108191,259,{},0,701,500,78,2024-03-04,2024-04-12,0.10563792052236229,911,0.14151871013659631
usr052091,30,403240,429,{},0,849,738,37,2024-02-24,2024-04-12,0.10585398965006652,1415,0.20217560819186836
usr026390,20,1068768,226,{'daily_7': 1},0,391,327,37,2022-10-10,2024-02-02,0.10599833608150197,561,0.080747075869027088
usr070538,21,668130,1786,{'gem_sub_1': 1},1,449,394,6,2021-12-20,2024-03-31,0.10696289822164956,391,0.062036391792489355
usr071134,40,13213440,1093,{},0,1808,1554,107,2018-03-23,2024-04-01,0.10742993171126308,1324,0.21651196439814324
usr075654,51,12462817,377,{'starter_2': 1},3,3904,2855,148,2018-03-25,2024-03-27,0.10747499867347052,1595,0.23334128329824166
usr007892,34,342170,355,"{'starter_2': 1, 'gem_3': 3, 'gem_1': 2, 'gem_4': 12, 'gem_5': 7, 'prog_s_2': 1, 'gem_2': 2, 'starter_3': 1, 'gem_sub_1': 1, 'starter_1': 1, 'timed_q_3_1': 1, 'timed_f_3_4': 1}",13,1022,811,108,2021-03-22,2024-02-29,0.10838737564411766,1815,0.24957511624178289
usr073798,40,8842220,31714,"{'starter_2': 1, 'gem_sub_1': 1}",3,1346,1253,84,2023-05-12,2024-03-13,0.10863247324164763,975,0.1215909090909091
usr013094,22,1388056,1323,{'starter_1': 1},1,531,388,13,2024-02-26,2024-03-25,0.1090074606020742,1009,0.15036294028163949
usr038780,43,8014270,3613,{},0,2184,1781,72,2023-10-20,2024-01-26,0.10956703579226848,2098,0.306002886002886
usr082953,25,1665485,318,"{'timed_m_1_1': 1, 'gem_sub_1': 2, 'starter_1': 1, 'daily_9': 1}",3,624,524,2,2023-09-12,2024-03-06,0.10983706213263894,954,0.15158249158249157
usr005259,35,22713040,11481,"{'gem_sub_1': 1, 'special_5': 1, 'starter_1': 1, 'special_4': 1, 'gem_1': 1, 'starter_2': 1, 'gem_3': 2, 'gem_2': 1, 'starter_3': 1, 'prog_10': 1}",7,1909,673,10,2022-03-08,2024-04-11,0.10992524380610844,1022,0.15662658329325
usr063015,23,1048378,436,{},0,598,527,31,2022-11-30,2024-02-07,0.11028738635646901,717,0.11140667221968036
usr023014,42,39225612,17860,{'gem_sub_1': 1},1,2458,1770,168,2022-01-26,2024-04-08,0.11035252646301186,888,0.14654872378449613
usr098700,22,812155,392,{},0,511,432,25,2019-03-23,2024-01-15,0.11066771487525116,788,0.12475807240034882
usr104111,20,1406715,2741,"{'starter_1': 1, 'starter_2': 1, 'daily_10': 3, 'gem_3': 1, 'prog_10': 1, 'starter_3': 1, 'gem_2': 1, 'gem_1': 1, 'prog_s_3': 1, 'daily_9': 1, 'prog_15': 1, 'gem_sub_2': 1, 'timed_q_2_2': 1, 'timed_q_2_5': 1}",8,397,328,4,2020-12-16,2024-03-07,0.11084462885707221,732,0.10076960076960077
usr064617,21,1612408,1284,"{'timed_f_4_7': 3, 'starter_1': 1, 'timed_f_4_3': 1, 'starter_2': 1, 'gem_4': 1, 'prog_20': 1}",6,416,371,22,2023-01-24,2024-04-05,0.11102257903362578,661,0.10238896905563573
usr070087,42,9180278,5596,{'gem_sub_1': 1},1,2098,1638,26,2023-12-30,2024-04-10,0.11172730658449191,1601,0.23278574729555124
usr048240,23,2296900,3106,{'gem_sub_1': 1},1,557,471,29,2021-10-05,2024-03-26,0.11207177375513967,357,0.074314574314574319
usr076110,28,2170373,2674,{},0,744,704,1,2023-11-06,2024-04-12,0.11239431564593977,877,0.1394418048076585
usr107570,22,1115528,3060,"{'gem_sub_1': 1, 'daily_10': 2}",2,434,417,12,2024-03-24,2024-04-12,0.11260781180701349,896,0.13736091069424403
usr034601,33,159096,1857,"{'gem_sub_1': 1, 'prog_s_1': 1, 'starter_1': 1, 'gem_sub_2': 1}",3,1210,932,44,2024-03-05,2024-04-12,0.11316714171439669,1314,0.18926665024226
usr000213,21,748491,92,"{'daily_9': 1, 'gem_sub_1': 1, 'starter_1': 1, 'gem_2': 1, 'clan_2': 1, 'daily_10': 3, 'daily_6': 1, 'starter_2': 1, 'prog_s_2': 1, 'prog_15': 1, 'prog_20': 1}",6,459,416,9,2020-04-23,2024-04-11,0.11338728053445621,465,0.087363530778164916
usr039965,41,5339598,2039,{},0,2135,1524,88,2023-11-24,2024-04-11,0.11339253158892203,1362,0.19892060363605077
usr102112,31,88435,1309,"{'special_5': 1, 'gem_sub_1': 2, 'prog_s_1': 1, 'daily_10': 1, 'daily_9': 1}",2,959,936,16,2022-03-05,2024-01-28,0.11340627243211422,452,0.068195544293105259
usr002359,33,74700,332,{'gem_sub_1': 1},1,1147,956,64,2023-12-21,2024-04-12,0.11340812456762647,1324,0.18913658458373908
usr031043,32,1118985,3528,{},0,998,855,71,2024-01-24,2024-04-12,0.11343965592327955,1004,0.16054834054834055
usr107094,24,1015458,225,{},0,663,502,7,2023-12-28,2024-02-05,0.1137556802993852,864,0.13419913419913421
usr011818,20,341665,313,{},0,391,343,32,2024-03-03,2024-04-12,0.11400785105226326,673,0.1078130120406543
usr087539,24,2517730,1122,{},0,565,523,4,2024-02-13,2024-04-12,0.11417263604936492,867,0.13651755651755654
usr078385,31,2797410,1844,{},0,944,793,100,2023-05-20,2024-02-26,0.11420456286097871,1482,0.21328460759355067
usr091795,28,13871395,31263,{},0,629,572,0,2023-07-28,2024-03-22,0.11430966904841282,1017,0.16773307992820186
usr009164,24,535043,780,{'gem_sub_1': 1},1,567,480,49,2024-03-13,2024-04-10,0.114346040985256,871,0.13563345417003955
usr095901,35,1381268,2737,{},0,1361,1029,116,2020-07-18,2024-04-12,0.11461250822197994,1294,0.19645662978996314
usr048087,32,2085686,5496,"{'special_5': 1, 'gem_sub_1': 2, 'daily_10': 1, 'starter_1': 1}",3,1043,962,19,2022-02-21,2024-01-20,0.11493159613033828,505,0.0761700629993313
usr006155,77,22314610,383,{'gem_sub_1': 1},1,8538,8478,28,2022-02-12,2024-04-12,0.11631799464782895,365,0.057561327561327563
usr058370,25,1595644,574,{},0,648,568,59,2023-12-14,2024-02-13,0.11667207290005377,585,0.094098124098124084
usr055727,24,1010639,253,{'gem_sub_1': 1},1,586,493,10,2024-03-16,2024-04-12,0.11682179553024637,1014,0.1534199134199134
usr076278,34,2878212,2072,{'gem_sub_1': 1},1,1070,914,78,2024-01-16,2024-03-12,0.1168554192984511,1708,0.23862433862433863
usr062076,29,137636,276,"{'gem_sub_1': 1, 'starter_1': 1, 'starter_2': 1}",3,801,734,6,2022-01-15,2024-02-28,0.11697230406658879,1113,0.1708475384898149
usr045559,20,535284,2065,{'gem_sub_1': 1},1,389,368,3,2024-01-21,2024-04-12,0.11746326013894019,633,0.11468623517404006
usr011482,44,13861957,805,{'gem_2': 1},1,2522,1452,63,2023-11-19,2024-04-12,0.11767729692335262,2953,0.394731441398108
usr104889,21,380030,56,{},0,476,382,31,2024-03-23,2024-04-12,0.11795501212898472,556,0.078495055080420942
usr041657,26,178133,694,"{'starter_2': 1, 'starter_1': 1, 'starter_3': 1, 'timed_i_4_1': 3, 'gem_3': 1, 'prog_15': 1, 'prog_s_3': 1, 'gem_2': 1, 'prog_25': 1}",11,623,562,14,2024-03-23,2024-04-12,0.11822700073184382,981,0.14303992303992305
usr062997,27,8772,245,{},0,727,580,35,0001-01-01,2024-03-07,0.11914127989571976,1049,0.15826706867357274
usr107064,31,15309505,9831,{},0,914,790,22,2022-03-10,2024-04-12,0.1193756100784204,819,0.11847041847041846
usr063544,31,7357,2909,{},0,1111,846,193,2022-02-21,2024-04-09,0.11947936470750777,1254,0.18674057649667408
