ID,AvatarLevel,Gold,Gems,Purchases,VipLevel,TotalPlay,TotalWon,TotalLost,FirstInstallDate,LastSeenDate,Card_score,TotalStars,Overall_progress
usr057714,74,147574,2215,{},0,7505,5805,297,2022-07-16,2024-01-16,0.66235752823004923,3871,0.52966346471248449
usr007562,74,4526085,3695,{'gem_sub_1': 1},1,7489,5931,149,2021-12-17,2024-01-20,0.66242554665529363,2467,0.35274979762784647
usr005698,34,731593,62,{},0,1358,1068,105,2022-04-13,2024-03-27,0.662432744954933,441,0.070533910533910532
usr022403,47,242191,1941,{},0,2612,2069,204,2020-02-09,2024-01-14,0.66254284690247855,1730,0.26384597955138367
usr064901,114,8043194,1078,"{'gem_sub_2': 1, 'gem_sub_1': 1}",3,16557,13042,249,2022-08-14,2024-04-11,0.662727700038144,2973,0.42630973837649072
usr098568,91,4415420,3278,{},0,11380,9696,427,2018-07-08,2024-02-18,0.662833226710397,3324,0.4693573307401997
usr068205,56,1485101,2541,{},0,4004,2905,32,2019-10-21,2024-03-24,0.66287766294537609,2008,0.300261479314564
usr107617,52,13253635,2759,{},0,3857,2680,606,2021-12-09,2024-03-18,0.66293815269005163,1084,0.17173320506653839
usr048217,104,9626127,753,"{'starter_1': 1, 'gem_sub_1': 11, 'starter_3': 1, 'starter_2': 1, 'gem_5': 1, 'timed_n_4_5': 1, 'prog_50': 1}",11,14426,11805,186,2022-04-23,2024-04-11,0.66303597047395646,5889,0.76685249061363137
usr081135,59,14852442,6902,"{'prog_s_1': 1, 'daily_10': 1, 'gem_sub_1': 3}",3,4215,3121,34,2019-10-23,2024-04-11,0.66310918489017834,2545,0.35215082666063058
usr028319,65,1452685,1372,"{'daily_6': 1, 'timed_c_3_1': 1, 'gem_sub_1': 1}",4,5645,4743,186,2019-04-06,2024-04-12,0.66329442847603293,2685,0.37198949218739547
usr047367,35,3238414,3613,{},0,1486,1287,11,2021-12-03,2024-01-22,0.6633419082201778,657,0.1090909090909091
usr096065,44,4448043,2141,{'gem_sub_1': 4},3,2560,1818,60,2022-01-02,2024-02-16,0.66337944149604489,1450,0.21912407075008697
usr074160,63,28404,1181,"{'starter_1': 1, 'timed_b_2_10': 1, 'timed_b_2_9': 1, 'timed_b_2_11': 1, 'timed_g_3_3': 1, 'timed_b_2_12': 1, 'starter_2': 1, 'timed_c_5_3': 1, 'gem_2': 1, 'gem_3': 1, 'daily_8': 1}",6,6181,4269,1040,2019-06-22,2024-04-11,0.66341522775760442,2291,0.32815456148789485
usr050796,128,69957800,50641,"{'daily_7': 1, 'prog_27': 1, 'gem_sub_1': 31, 'prog_35': 1, 'prog_70': 1, 'gem_5': 1, 'prog_75': 1, 'clan_1': 1, 'prog_78': 1, 'timed_g_2_6': 1}",10,29256,22645,850,2021-08-05,2024-04-12,0.66344253924775254,3850,0.51160894660894662
usr049692,30,155287,582,"{'starter_1': 1, 'starter_2': 1, 'prog_15': 1, 'gem_sub_1': 1, 'gem_1': 1, 'clan_1': 1, 'prog_25': 1, 'prog_27': 1}",5,957,777,28,2024-03-10,2024-04-12,0.66353981640831883,1322,0.19580481547961223
usr020814,39,1566244,3731,{},0,1948,1323,565,2022-01-06,2024-01-16,0.66357413597878356,1101,0.17754345624264323
usr042721,40,3825992,9333,{},0,1866,1527,311,2021-12-21,2024-03-25,0.66358307128118732,1218,0.19435602638854671
usr086935,63,3208957,9750,{'gem_sub_1': 1},1,5829,4427,169,2021-12-27,2024-03-08,0.66358429268947106,1953,0.28801912684265624
usr091889,64,13763,398,"{'starter_1': 1, 'gem_sub_1': 3, 'starter_2': 1, 'gem_sub_2': 1, 'timed_g_3_2': 4}",5,5629,5132,38,2022-05-13,2024-04-12,0.66362639122908718,2049,0.30428260192966072
usr058799,100,7623861,3495,"{'starter_1': 1, 'daily_9': 2, 'starter_2': 1, 'prog_s_1': 1, 'starter_3': 1, 'prog_s_4': 1, 'gem_sub_1': 40, 'prog_10': 1, 'prog_s_2': 1, 'prog_15': 1, 'prog_s_3': 1, 'prog_20': 1, 'daily_6': 1, 'prog_25': 1, 'prog_27': 1, 'timed_g_1_1': 3, 'timed_j_1_4': 1, 'timed_g_1_2': 1, 'timed_j_1_2': 1, 'timed_g_1_4': 1, 'daily_10': 1, 'prog_30': 1, 'prog_32': 1, 'timed_g_1_7': 1, 'timed_g_1_6': 1, 'gem_1': 1, 'prog_35': 1, 'prog_37': 1, 'timed_c_2_4': 1, 'timed_c_2_5': 1, 'prog_40': 1, 'timed_q_2_5': 2, 'special_5': 1, 'special_4': 1, 'prog_50': 1, 'gem_2': 1, 'timed_h_2_1': 1, 'clan_1': 2}",12,15671,9118,124,2020-10-12,2024-04-11,0.66363896572748382,2604,0.34822510822510822
usr082184,114,4975311,5871,"{'special_5': 1, 'gem_sub_1': 3}",3,18633,14619,221,2022-02-11,2024-03-05,0.66373287400372627,4022,0.55524972919281868
usr098028,69,786856,333,{},0,9047,4354,266,2022-02-09,2024-04-11,0.66375763255033049,3838,0.52783599298305162
usr099977,120,85127640,24784,"{'special_5': 1, 'starter_1': 1, 'daily_9': 2, 'special_4': 1, 'prog_s_4': 1, 'starter_2': 1, 'prog_10': 1, 'prog_15': 1, 'timed_h_2_1': 1, 'gem_1': 1, 'gem_sub_1': 23, 'starter_3': 1, 'prog_25': 1, 'timed_h_2_2': 1, 'daily_10': 1, 'clan_1': 7, 'prog_35': 1, 'clan_2': 5, 'timed_c_3_6': 1, 'timed_c_3_5': 1, 'gem_4': 1, 'prog_61': 1, 'timed_f_3_7': 1, 'prog_75': 1}",12,21129,16070,366,2021-06-04,2024-04-12,0.66376156708685108,5916,0.76988550730974969
usr018777,67,262190,484,"{'gem_3': 2, 'timed_e_1_1': 1, 'gem_4': 4, 'prog_15': 1, 'gem_1': 2, 'gem_2': 2, 'starter_1': 1, 'prog_32': 1, 'starter_2': 1, 'prog_45': 1, 'timed_m_1_6': 1, 'timed_m_1_10': 1, 'timed_j_4_4': 1, 'timed_c_5_4': 1, 'timed_q_5_5': 1, 'timed_i_4_3': 1}",10,6043,4157,128,2022-09-18,2024-04-12,0.66377865178550877,3538,0.49992828955194551
usr085529,102,15900084,1149,{'gem_1': 1},1,13019,8455,1318,2020-10-31,2024-04-11,0.66384103371186975,5778,0.74513217292411671
usr066395,103,813777,156,"{'starter_1': 1, 'starter_2': 2, 'starter_3': 2, 'gem_sub_1': 9, 'prog_27': 1, 'timed_f_3_7': 5, 'timed_f_3_2': 1, 'gem_sub_2': 2, 'timed_q_4_5': 1, 'prog_79': 1, 'clan_2': 1, 'clan_1': 1}",11,15397,11659,143,2022-01-12,2024-04-11,0.66384421237687063,4044,0.55049685597799058
usr005007,31,276901,4985,{},0,1003,923,13,2022-01-23,2024-04-01,0.663951415982628,806,0.13002405002405001
usr100560,118,4213130,5280,"{'timed_f_4_7': 5, 'starter_1': 1, 'gem_sub_1': 10, 'starter_2': 1, 'prog_15': 1, 'prog_27': 1, 'prog_30': 1, 'prog_32': 1, 'timed_p_3_1': 5, 'prog_35': 1, 'prog_40': 1, 'prog_42': 1, 'prog_45': 1, 'starter_3': 1, 'prog_47': 1, 'timed_a_4_5': 2, 'timed_a_4_2': 2, 'prog_52': 1, 'prog_55': 1, 'timed_i_3_4': 2, 'prog_57': 1, 'timed_b_2_2': 2, 'clan_2': 2, 'prog_60': 1, 'prog_61': 1, 'prog_63': 1, 'prog_64': 1, 'prog_65': 1, 'gem_1': 1, 'prog_66': 1, 'prog_67': 1, 'gem_2': 1, 'prog_68': 1, 'prog_69': 1, 'prog_70': 1, 'prog_71': 1, 'prog_72': 1, 'gem_3': 1, 'prog_73': 1, 'gem_sub_2': 1, 'gem_sub_3': 1, 'prog_75': 1, 'prog_78': 1, 'prog_80': 1, 'prog_84': 1, 'timed_m_1_5': 5, 'timed_k_4_4': 3, 'timed_m_1_9': 7, 'timed_g_3_2': 1}",13,19792,16767,395,2023-01-22,2024-04-12,0.66396271400925266,6168,0.79562355153264241
usr084702,116,22961066,17851,"{'starter_3': 1, 'gem_sub_1': 1}",5,14937,12538,944,2018-05-11,2024-04-11,0.66399217798121235,5919,0.78707431457431454
usr077373,50,725,2146,{},0,3958,2380,100,2022-03-27,2024-02-08,0.66401963463873848,1474,0.22567824863377234
usr043281,40,11658148,89,{},0,2381,1595,9,2022-01-22,2024-04-11,0.664047752058123,1190,0.18966810966810968
usr088818,107,1462904,5668,{},0,16320,12769,215,2021-08-16,2024-04-11,0.66406256413644937,5132,0.68312383416041944
usr085805,77,845407,2005,{'gem_sub_1': 1},1,7714,5546,1572,2021-12-17,2024-04-12,0.6643007838037257,4013,0.539825354384178
usr109027,98,188697,1007,"{'daily_7': 1, 'starter_1': 1, 'gem_1': 4, 'gem_sub_1': 15, 'prog_27': 1, 'daily_9': 1, 'daily_6': 2, 'timed_f_3_7': 5, 'timed_f_3_1': 1, 'gem_2': 1, 'gem_3': 6, 'prog_61': 1, 'prog_64': 1, 'gem_4': 1, 'prog_66': 1, 'timed_n_4_1': 5, 'prog_71': 1, 'prog_73': 1, 'timed_q_4_5': 3, 'timed_f_4_7': 5, 'prog_78': 1, 'prog_79': 1, 'timed_j_4_4': 1, 'prog_92_1': 1, 'timed_g_3_2': 5, 'timed_m_1_13': 7, 'timed_f_5_7': 3}",11,12856,8588,719,2021-12-29,2024-04-08,0.66430081383835571,5689,0.73818308397255772
usr108111,90,6540447,4699,"{'starter_1': 1, 'prog_10': 1, 'starter_2': 1, 'gem_3': 1, 'prog_15': 1, 'starter_3': 1, 'timed_j_2_3': 1, 'timed_g_2_1': 1, 'prog_35': 1, 'gem_1': 1, 'gem_2': 1, 'prog_45': 1, 'timed_e_1_1': 1, 'timed_j_3_4': 1, 'timed_q_4_5': 3, 'gem_sub_1': 2, 'timed_f_4_7': 1, 'timed_i_3_3': 1, 'timed_n_5_1': 1}",9,9460,8357,361,2021-09-20,2024-04-11,0.66443943366701808,4911,0.65582322272455318
usr046075,42,298305,2465,{},0,1941,1575,229,2021-11-24,2024-01-19,0.66447021916269455,1089,0.16407888407888407
usr068418,67,1032802,832,{'gem_sub_1': 1},1,5632,5346,24,2022-05-24,2024-04-12,0.66483478951230768,976,0.14864999198332532
usr026327,92,94467224,23377,{},0,10738,8411,1652,2019-09-11,2024-04-12,0.66484275870078213,4742,0.62262631285946068
usr003072,70,629429,5443,"{'daily_7': 1, 'starter_1': 1, 'gem_sub_1': 3, 'prog_25': 1, 'daily_9': 1, 'prog_30': 1, 'timed_m_1_9': 7, 'prog_45': 1, 'timed_g_3_2': 5, 'timed_m_1_13': 3, 'timed_q_5_5': 3}",5,6409,5280,276,2018-01-18,2024-04-11,0.66501862147055557,3601,0.49546976908526413
usr058214,57,306811,2306,"{'daily_7': 1, 'gem_sub_1': 8}",4,4217,3009,119,2023-05-10,2024-04-11,0.66502354214409221,2468,0.35013252931952121
usr042866,101,9660891,1078,"{'gem_1': 2, 'timed_a_0_2': 1, 'timed_l_0_1': 5, 'gem_2': 1, 'starter_2': 1, 'prog_25': 1, 'timed_l_0_2': 1, 'starter_1': 1, 'prog_15': 1, 'gem_3': 1, 'gem_sub_1': 23, 'daily_10': 1, 'clan_1': 5, 'prog_70': 1, 'special_4': 1, 'timed_f_2_2': 1, 'timed_a_2_2': 1, 'clan_2': 4, 'timed_j_2_4': 1, 'timed_f_3_2': 1, 'timed_a_3_1': 2}",12,13807,9516,326,2018-10-14,2024-02-18,0.66505227026761859,3707,0.51692400936982985
usr021889,98,409756,718,"{'starter_1': 1, 'gem_sub_1': 4}",3,12557,9140,399,2021-08-12,2024-04-12,0.66509086476707646,4961,0.66406569698851514
usr053655,86,2166693,2784,{},0,8650,7317,434,2022-07-16,2024-04-11,0.66513851470745766,5353,0.70452913234694448
usr071137,52,2619795,146,{},0,4011,2225,185,2022-07-21,2024-04-06,0.66513963600030834,1893,0.28333757745522453
usr039469,89,2426140,6437,{'gem_sub_1': 1},1,12779,10499,71,0001-01-02,2024-04-11,0.66539196693787939,2702,0.37580529855039668
usr077040,95,7317795,1948,"{'special_5': 1, 'starter_1': 1, 'special_4': 1, 'prog_27': 1, 'clan_1': 1, 'gem_sub_1': 6, 'timed_j_2_4': 1, 'timed_f_3_7': 1, 'prog_73': 1}",5,11982,9969,238,2021-07-25,2024-02-02,0.66549221252103674,4801,0.6430143077575684
usr000979,58,1464642,2190,"{'special_5': 1, 'gem_sub_1': 2}",2,4437,3850,116,2022-01-28,2024-03-07,0.66557688014280481,2673,0.37088664421997752
usr047014,47,28412678,8857,{},0,3044,2257,12,2021-02-10,2024-04-11,0.66561583505782174,864,0.1226166426166426
usr061030,76,1750134,8659,{},0,7867,7035,741,2022-05-13,2024-02-23,0.6657869123098934,3266,0.46490299823633158
usr067187,124,2208833,6716,{},0,21195,15984,802,2022-01-12,2024-04-12,0.665789800640138,6397,0.81226190476190474
usr083587,46,417757,2912,{},0,2494,2180,18,2023-07-18,2024-04-12,0.66581863889064086,1501,0.23043990035859957
usr073819,76,175121,1466,{},0,7091,5884,194,2022-01-29,2024-04-12,0.66593399189265212,4901,0.63830885314625152
usr005303,82,3853511,9649,{},0,8812,7843,99,2022-01-25,2024-04-12,0.66594439388615068,3576,0.50336134453781511
usr003106,126,37176624,5103,{},0,24084,18005,322,2021-03-24,2024-04-12,0.66614025971945656,4974,0.65918435967070577
usr024156,120,13063781,5870,{},0,20627,13600,2584,2019-01-02,2024-01-25,0.66616554887785617,6676,0.85928531345198012
usr103075,92,5526920,1892,{},0,10481,10216,52,2020-11-12,2024-04-11,0.66642867726488642,3804,0.52929092512425846
usr090352,87,131605,248,"{'timed_m_1_9': 1, 'gem_sub_1': 6, 'prog_75': 1}",4,11833,7111,2675,2023-05-01,2024-04-12,0.66643632107820316,4242,0.56362189451620359
usr041188,62,969680,2337,"{'daily_7': 1, 'gem_sub_1': 4, 'starter_1': 1, 'timed_q_3_5': 1, 'prog_27': 1, 'gem_1': 3, 'timed_f_3_1': 3, 'timed_f_3_7': 4, 'timed_p_2_1': 1, 'timed_j_3_4': 2}",5,6001,4274,138,2021-09-06,2024-01-21,0.66644907077860771,1713,0.24942033576179914
usr098855,83,17276690,275,{},0,8865,7075,557,2022-02-05,2024-04-11,0.66659243607879892,3903,0.52942440275773606
usr072987,100,525441,6411,{},0,14121,13088,988,2022-01-18,2024-04-09,0.66661261434433894,3225,0.44881850547951291
usr001247,88,24006002,1968,{},0,10776,7227,842,2021-11-25,2024-03-24,0.66668253996858384,4834,0.64790122479146861
usr033353,51,1831698,2711,{'gem_sub_1': 1},1,3458,2563,333,2021-12-15,2024-04-02,0.66675685565456977,2178,0.32577130186886288
usr100181,93,13988978,27266,"{'starter_3': 1, 'gem_sub_1': 10, 'prog_15': 1, 'prog_20': 1, 'starter_2': 1, 'prog_25': 1, 'prog_27': 1, 'prog_30': 1, 'timed_n_4_4': 1, 'prog_40': 1, 'prog_42': 1, 'timed_b_1_1': 1, 'timed_b_1_5': 1, 'prog_50': 1, 'prog_52': 1, 'timed_e_1_2': 1, 'prog_57': 1, 'prog_60': 1, 'prog_65': 1, 'prog_66': 1, 'timed_q_4_5': 2, 'gem_4': 1, 'timed_q_4_3': 1, 'prog_71': 1, 'timed_f_4_7': 5, 'prog_73': 1, 'timed_p_3_3': 1, 'clan_1': 3, 'prog_78': 1, 'prog_79': 1, 'prog_80': 1, 'prog_81': 1, 'timed_i_3_1': 1, 'timed_i_3_4': 1}",13,10954,8410,798,2022-05-29,2024-03-17,0.66690399030081682,5748,0.74044211960878625
usr050174,81,2286103,25437,"{'daily_6': 1, 'gem_sub_3': 1, 'starter_1': 1, 'gem_3': 1, 'gem_2': 1, 'starter_2': 1, 'gem_sub_1': 1}",6,9313,7496,185,2022-09-26,2024-03-16,0.66691514316006351,3335,0.48199972070939817
usr024003,63,10649,847,{},0,5678,4156,793,2021-11-26,2024-01-24,0.66705833325824671,2918,0.41203142536475862
usr012452,126,224429,25711,"{'gem_sub_1': 7, 'timed_l_0_1': 2}",5,24270,17620,201,2019-10-29,2024-04-12,0.66718083950795259,4465,0.5987066942987338
usr082348,69,415760,2578,{'gem_sub_1': 1},1,6333,6003,243,2021-12-02,2024-04-09,0.66729045589564773,1141,0.15342500636618281
usr031725,34,24022,1007,{},0,1109,1017,13,2024-03-15,2024-04-12,0.66735699761825373,1117,0.17237774571107908
usr003873,91,165042,12129,{'gem_sub_1': 1},1,12280,7189,1150,2021-12-31,2024-04-12,0.66756410641469621,4610,0.61995970402274947
usr036409,121,11483466,499,"{'starter_1': 1, 'gem_sub_1': 14, 'gem_1': 1, 'gem_2': 1, 'gem_3': 1, 'timed_g_2_6': 2, 'clan_1': 1}",6,20883,15117,1786,2022-04-15,2024-04-12,0.66760168974827971,7085,0.8950876646955076
usr003267,56,113566,2610,{},0,4003,3197,43,2023-03-21,2024-04-12,0.66770607009882388,2704,0.37381433381433382
usr090016,118,22284,2449,"{'prog_s_1': 1, 'special_5': 1, 'daily_10': 1, 'prog_10': 1, 'starter_1': 1, 'gem_sub_1': 16, 'gem_1': 1, 'clan_1': 1, 'timed_f_5_7': 2, 'gem_2': 1}",7,22140,17031,479,2021-07-28,2024-04-12,0.667730933766633,4424,0.59314137480565032
usr012349,109,15429980,7840,"{'starter_2': 1, 'timed_h_1_2': 2, 'gem_sub_1': 8, 'gem_2': 1, 'timed_h_1_1': 1, 'gem_3': 1, 'gem_1': 2, 'starter_1': 1, 'prog_50': 1, 'special_4': 1}",8,14400,9945,1599,2018-01-12,2024-04-11,0.66788324938654275,5890,0.77906709485140857
usr062642,69,366898,903,{},0,6713,5200,287,2021-12-01,2024-03-05,0.66791691820669241,2420,0.360087049355342
usr078556,79,2112040,13780,"{'gem_sub_1': 10, 'gem_1': 1, 'starter_1': 1, 'timed_a_3_3': 1, 'timed_b_1_1': 1, 'timed_b_1_2': 1}",6,8574,6479,116,2022-02-15,2024-02-07,0.667980871945353,1856,0.31878787878787879
usr071978,58,218064,2719,{'gem_sub_1': 1},1,5375,4140,35,2022-09-19,2024-04-12,0.66809034316567,1917,0.288061568061568
usr022471,97,196941,28576,{'gem_sub_1': 14},5,13651,9598,435,2022-02-05,2024-04-12,0.66810816371276083,4434,0.6034481376471823
usr001165,67,7175035,5689,{'gem_sub_1': 2},2,5770,4728,499,2018-11-04,2024-01-14,0.668112178341628,2718,0.39644419416777144
usr000201,109,345355,6418,{},0,16426,12213,443,2020-07-01,2024-04-12,0.66811897117376329,6757,0.86013861038752815
usr089077,70,1836869,249,"{'starter_1': 1, 'timed_n_2_3': 1, 'prog_64': 1}",3,6567,3566,1660,2019-12-08,2024-01-29,0.66817629226498154,3547,0.501124257537457
usr108608,82,591,2878,"{'gem_sub_1': 13, 'gem_1': 1, 'gem_2': 2, 'starter_1': 1, 'gem_3': 2, 'starter_2': 1, 'timed_b_2_1': 2, 'gem_4': 1, 'prog_42': 1, 'timed_h_4_1': 1, 'timed_b_2_3': 1, 'clan_2': 1, 'timed_j_4_4': 1, 'timed_m_1_14': 1, 'timed_q_5_5': 3, 'prog_75': 1, 'timed_f_5_7': 5, 'timed_f_5_1': 2, 'timed_p_4_1': 1, 'timed_i_4_4': 1}",9,9508,7029,533,2023-02-05,2024-04-11,0.66823547049748355,3780,0.5312969945228011
usr070045,110,20182500,150,{'gem_sub_1': 1},1,19422,14713,807,2021-08-18,2024-04-12,0.66826354286492329,3483,0.47968716386190335
usr007429,70,565377,900,{},0,6565,4530,361,2023-03-29,2024-04-12,0.6683872705229128,4015,0.54646650283666076
usr067069,82,18365934,5192,"{'starter_1': 1, 'gem_sub_1': 11, 'gem_1': 6, 'gem_2': 11, 'prog_27': 1, 'gem_3': 11, 'daily_5': 2, 'starter_2': 1, 'starter_3': 1, 'prog_40': 1, 'timed_h_4_1': 2, 'prog_42': 1, 'daily_8': 1, 'prog_45': 1, 'prog_47': 1, 'timed_n_5_1': 5, 'timed_n_5_4': 1, 'prog_50': 1, 'timed_n_5_2': 1, 'timed_n_5_3': 1, 'daily_6': 1, 'clan_2': 5, 'clan_3': 1, 'prog_52': 1, 'daily_1': 3, 'gem_4': 7, 'daily_4': 3, 'prog_55': 1, 'gem_5': 5, 'prog_57': 1, 'timed_b_2_4': 1, 'timed_m_1_4': 2, 'timed_m_1_2': 1, 'timed_m_1_1': 10, 'timed_m_1_3': 1, 'prog_61': 1, 'timed_m_1_5': 5, 'timed_m_1_6': 2, 'timed_m_1_8': 1, 'prog_62': 1, 'timed_k_4_3': 1, 'timed_k_4_1': 2, 'timed_k_4_2': 3, 'prog_63': 1, 'prog_64': 1, 'timed_m_1_10': 3, 'timed_m_1_9': 7, 'prog_65': 1, 'prog_66': 1, 'timed_j_4_3': 3, 'timed_j_4_4': 5, 'prog_67': 1, 'clan_1': 2, 'timed_b_2_10': 3, 'timed_b_2_13': 1, 'prog_69': 1, 'timed_c_5_7': 2, 'timed_c_5_4': 5, 'timed_c_5_6': 5, 'timed_c_5_2': 2, 'prog_70': 1, 'prog_71': 1, 'timed_m_1_13': 7, 'timed_m_1_14': 5, 'timed_m_1_16': 3, 'prog_72': 1, 'prog_73': 1, 'timed_q_5_5': 3, 'prog_74': 1, 'timed_f_5_7': 5, 'timed_f_5_2': 2, 'timed_f_5_1': 5, 'prog_78': 1, 'timed_a_5_5': 3, 'timed_a_5_2': 1, 'prog_80': 1, 'timed_i_4_4': 3, 'prog_81': 1}",16,8006,6174,181,2023-04-09,2024-04-11,0.66844787039456488,5682,0.73958659274448757
usr047690,37,523173,1525,{'gem_sub_1': 1},1,1752,1275,50,2021-11-27,2024-03-25,0.66857104241190091,674,0.11886483886483885
usr079940,97,2654844,11751,{},0,15405,10581,839,2021-10-24,2024-04-11,0.66860469621473551,3514,0.49712567985812772
usr088185,98,22863718,1969,{'starter_1': 1},1,13591,8593,2087,2022-01-06,2024-04-12,0.668619723541243,4443,0.60487277568150488
usr042668,123,17811878,6152,"{'daily_10': 1, 'gem_sub_1': 20, 'starter_1': 6, 'daily_9': 2, 'prog_10': 1, 'prog_15': 1, 'gem_2': 1, 'prog_27': 1, 'prog_32': 1, 'special_5': 1, 'special_4': 1, 'timed_f_3_7': 5, 'timed_f_3_1': 1, 'gem_3': 2, 'timed_o_1_1': 1, 'daily_6': 1, 'clan_1': 1, 'prog_57': 4, 'prog_66': 4, 'prog_70': 4, 'timed_f_4_7': 1, 'starter_3': 1, 'starter_2': 1}",12,21747,17581,52,2021-11-16,2024-03-15,0.66866392450495427,4004,0.549732285258601
usr102151,86,17874623,753,{},0,10512,7110,621,2021-12-17,2024-04-11,0.66867287482467286,4020,0.54976228201718391
usr000430,44,358515,154,{},0,2982,1781,221,2022-03-06,2024-04-12,0.66881937874369146,1287,0.16623376623376623
usr041285,82,2173361,15794,{'gem_sub_1': 1},1,9198,8819,67,2021-09-18,2024-04-12,0.66891468363022577,2938,0.41385592124498222
usr105132,41,64739,171,{},0,2123,1691,1,2023-12-29,2024-04-12,0.66893354537782068,1278,0.19642065251821347
usr012087,37,15747600,1942,{'gem_sub_1': 1},1,1449,1179,199,2021-12-08,2024-04-10,0.66894605480118585,317,0.0553671050419018
usr082269,106,151702,904,"{'timed_q_0_2': 1, 'prog_25': 1, 'starter_2': 1, 'timed_f_0_1': 3, 'prog_47': 1, 'timed_l_0_1': 11, 'starter_1': 1, 'gem_sub_1': 8, 'prog_61': 1, 'clan_3': 1, 'gem_4': 1, 'clan_2': 1, 'timed_i_3_1': 1, 'prog_64': 1, 'timed_b_2_2': 1, 'gem_3': 1, 'gem_2': 1, 'gem_sub_2': 1, 'prog_75': 1, 'timed_h_4_2': 1, 'clan_1': 2, 'timed_m_1_10': 3, 'gem_5': 1, 'timed_m_1_14': 3}",12,15135,12546,401,2018-08-31,2024-04-11,0.669002825257522,6143,0.80537001883704207
usr097091,107,3911502,800,{'gem_sub_1': 3},3,13164,10652,644,2019-10-22,2024-04-12,0.66903566812534854,6977,0.89352521479972458
usr044433,82,113115,220,"{'special_4': 1, 'starter_1': 1, 'prog_27': 1, 'starter_2': 1, 'clan_2': 2, 'prog_75': 1, 'gem_2': 1}",5,9747,7214,311,0001-01-01,2024-03-09,0.6690767004356023,3209,0.45534372671627577
usr102629,90,20955700,20579,"{'timed_f_3_7': 1, 'gem_sub_1': 10, 'gem_1': 1, 'gem_sub_3': 1}",6,11689,8458,221,2022-02-01,2024-04-12,0.66917880816581521,4587,0.60801909923861142
usr025377,119,149618,5054,{},0,20788,16338,262,2022-02-19,2024-04-12,0.66922564717118826,5668,0.73329805996472663
usr078629,71,1173758,539,"{'gem_sub_1': 11, 'starter_1': 1, 'prog_27': 1, 'timed_m_1_1': 1, 'timed_m_1_5': 1, 'timed_m_1_9': 1, 'timed_g_3_2': 2}",5,7478,6173,39,2023-04-10,2024-04-12,0.66927498906238891,2397,0.36018477457501846
usr008881,85,643024,1102,"{'gem_sub_1': 7, 'starter_2': 1, 'daily_9': 1, 'prog_20': 1, 'starter_1': 1, 'prog_27': 1, 'gem_sub_2': 2, 'timed_j_2_4': 1, 'gem_1': 1, 'prog_78': 1}",7,9152,6848,167,2018-07-29,2024-04-12,0.66934999554486319,3944,0.546189279442868
usr007998,103,7566283,1495,{},0,15584,8334,2501,2021-12-08,2024-04-11,0.66947045943973393,6081,0.78666822284469351
usr091028,64,1823575,278,{},0,6014,3352,907,2023-03-06,2024-04-12,0.66959531840211772,3159,0.442108291127899
usr099155,87,1876816,792,{'timed_o_1_5': 1},1,10168,9022,466,2021-11-27,2024-04-11,0.66961275851056268,3316,0.46460586254703912
usr042897,42,17402540,3689,"{'gem_3': 1, 'starter_1': 1, 'starter_2': 1, 'gem_2': 1, 'prog_10': 1, 'gem_sub_1': 1, 'prog_15': 1, 'prog_20': 1}",6,2267,1784,33,2021-12-25,2024-04-11,0.66968544231498928,1128,0.17189854409366606
usr084538,38,7393291,1548,{},0,2401,2389,5,2021-12-01,2024-03-03,0.66978767018372176,369,0.059157427937915751
usr044752,92,1330535,9724,"{'gem_4': 2, 'prog_40': 1, 'gem_5': 1, 'starter_1': 1, 'starter_2': 1, 'prog_20': 1, 'gem_sub_1': 15, 'gem_1': 1, 'starter_3': 1, 'gem_2': 1, 'gem_3': 1, 'prog_75': 1, 'special_4': 1, 'timed_f_2_2': 1, 'prog_78': 1, 'special_5': 1, 'clan_2': 2, 'timed_a_2_1': 2, 'clan_1': 1}",12,10943,8944,548,2018-08-24,2024-03-15,0.66983850880064721,4078,0.563100872641562
usr098912,96,1124393,9386,"{'gem_sub_1': 1, 'starter_1': 1, 'starter_2': 1, 'prog_32': 1, 'prog_40': 1}",5,12542,9237,834,2022-12-17,2024-04-12,0.669924888396321,6169,0.7802562472800566
usr025509,100,41449544,33015,{'starter_3': 1},5,14954,11245,86,2021-02-28,2024-04-11,0.66994226843550619,3215,0.45248111365758431
usr032737,111,82376,2553,{'gem_sub_1': 1},1,18480,12399,1603,2022-01-04,2024-04-12,0.67002676586103782,5685,0.73574696421187646
usr000169,122,114162752,19594,{},0,24652,16714,495,2020-05-09,2024-04-12,0.67010281854978793,3064,0.41633839997101091
usr096619,58,12101227,1245,{},0,5924,2100,3085,2021-12-04,2024-04-12,0.670242009036419,2581,0.34453800375369004
usr004878,83,7708036,6337,"{'daily_7': 1, 'gem_sub_1': 1, 'starter_1': 1, 'clan_1': 1, 'prog_27': 1, 'daily_6': 1, 'daily_9': 1, 'timed_j_2_4': 1}",3,10038,7374,230,2019-12-08,2024-04-11,0.67033759925193737,2672,0.38087586859365657
usr065039,79,823021,2429,{},0,9432,7451,18,2023-02-06,2024-04-12,0.6704533176752796,2410,0.36450216450216449
usr087074,93,366019,6301,{},0,12241,8565,2090,2022-06-18,2024-04-11,0.67052365877857167,4045,0.56033712656592138
