ID,AvatarLevel,Gold,Gems,Purchases,TotalPlay,TotalWon,TotalLost,FirstInstallDate,VipLevel,LastSeenDate,Cards_collected,Card_score,Overall_progress,TotalStars
usr000003,148,90026376,16495,"{'starter_3': 1, 'gem_4': 2, 'gem_5': 2, 'prog_32': 1, 'starter_2': 1, 'daily_7': 1, 'gem_sub_1': 12, 'starter_1': 1, 'prog_40': 1, 'prog_42': 1, 'timed_n_2_1': 4, 'prog_45': 1, 'prog_50': 1, 'timed_d_1_3': 1, 'timed_k_1_4': 1, 'prog_60': 1, 'prog_61': 1, 'timed_g_1_2': 1, 'prog_65': 1, 'timed_j_1_4': 1, 'timed_g_1_6': 1, 'timed_g_1_8': 1, 'prog_78': 1, 'gem_3': 1, 'special_4': 1, 'timed_f_2_2': 1, 'prog_100_1': 1, 'timed_f_3_2': 1}",26331,18680,1088,2020-05-11 20:08:14+00:00,13,2024-03-29 06:27:46.465000+00:00,0.870618322926334,1.2613982271559108,0.8617032028122255,6665.0
usr000004,151,557911,522,"{'gem_sub_1': 44, 'starter_2': 1, 'prog_s_1': 1, 'starter_1': 1, 'prog_10': 1, 'prog_15': 1, 'starter_3': 1, 'timed_n_2_1': 2, 'prog_25': 1, 'gem_5': 3, 'prog_32': 1, 'timed_d_1_7': 1, 'prog_35': 1, 'prog_40': 1, 'prog_42': 1, 'daily_1': 1, 'prog_45': 1, 'prog_47': 1, 'gem_4': 2, 'timed_c_2_6': 1, 'timed_c_2_5': 1, 'timed_c_2_1': 1, 'gem_3': 6, 'gem_1': 4, 'prog_50': 1, 'prog_55': 1, 'prog_57': 1, 'special_4': 1, 'prog_60': 1, 'special_5': 1, 'prog_65': 1, 'prog_68': 1, 'prog_70': 1, 'gem_2': 3, 'prog_72': 1, 'prog_74': 1, 'prog_75': 1, 'prog_78': 1, 'prog_79': 1, 'timed_n_3_4': 4, 'timed_n_3_5': 3, 'timed_n_3_2': 1, 'prog_80': 1, 'prog_81': 1, 'prog_82': 1, 'prog_83': 1, 'timed_k_2_2': 1, 'prog_84': 1, 'prog_85': 1, 'prog_86': 1, 'prog_87': 1, 'prog_88': 1, 'prog_89': 1, 'timed_c_3_5': 1, 'prog_90': 1, 'clan_2': 3, 'prog_94_1': 1, 'timed_f_3_7': 5, 'prog_99_1': 1, 'prog_100_1': 1, 'timed_a_3_2': 1, 'timed_h_3_6': 1, 'timed_h_3_2': 1, 'timed_n_4_1': 2, 'timed_b_1_5': 5, 'timed_b_1_3': 1, 'timed_e_1_3': 1, 'timed_c_4_5': 1, 'timed_c_4_1': 1, 'timed_q_4_4': 5, 'timed_q_4_2': 2, 'timed_f_4_4': 1, 'timed_a_4_4': 3, 'timed_a_4_5': 5, 'timed_b_2_15': 1, 'timed_h_4_2': 3, 'timed_g_3_2': 5, 'timed_m_1_13': 7, 'timed_m_1_14': 1, 'timed_q_5_4': 5, 'timed_q_5_2': 1, 'timed_q_5_5': 3, 'timed_f_5_7': 5, 'timed_f_5_5': 1, 'timed_f_5_4': 2, 'timed_p_4_3': 1, 'timed_a_5_4': 3, 'timed_i_4_4': 3, 'timed_i_4_3': 1}",35611,30595,30,2020-07-06 20:59:12+00:00,17,2024-04-12 07:30:53.446000+00:00,0.8937404827766414,1.73741370800533,0.7488516113516115,5787.0
usr000005,115,29066432,2992,"{'starter_1': 1, 'timed_l_0_1': 1, 'gem_sub_1': 8, 'clan_1': 1}",17447,11441,2417,2018-07-10 22:28:21+00:00,5,2024-04-12 00:36:24.315000+00:00,0.8765903336547038,0.9330933766632927,0.7646019721019721,5779.0
usr000007,31,686972,425,"{'gem_sub_1': 2, 'prog_15': 1, 'starter_1': 1, 'gem_1': 1, 'timed_j_4_4': 1, 'gem_2': 1, 'timed_b_2_10': 1, 'prog_27': 1, 'timed_g_3_2': 1}",972,839,40,2020-05-28 19:18:28+00:00,4,2024-03-17 18:18:49.108000+00:00,0.3570550594835846,0.26876024556313427,0.11122975789642456,745.0
usr000008,141,189894976,646,{},32500,22662,2152,2018-09-04 02:43:05+00:00,0,2024-04-12 05:55:11.457000+00:00,0.8908312534352109,1.0117675630001393,0.3717703349282297,2703.0
usr000009,89,129385,924,{},11206,8524,821,2020-05-05 06:28:55+00:00,0,2024-04-11 20:59:56.881000+00:00,0.626966517394556,1.131154476110956,0.6400520655567977,4996.0
usr000011,111,9168942,4749,{},14960,9693,1768,2020-07-02 06:15:54+00:00,0,2024-04-12 08:38:47.337000+00:00,0.7617701960360296,0.6945193057595407,0.8693771692621758,6741.0
usr000013,135,28164656,5788,"{'starter_1': 1, 'special_5': 1}",28587,20954,505,2020-05-22 06:03:34+00:00,1,2024-04-12 08:01:21.017000+00:00,0.850830757863817,1.4523592051635534,0.8169492281471091,6452.0
usr000014,33,9949875,5342,{},982,934,25,2021-06-24 00:00:00+00:00,0,2024-04-05 05:34:37.132000+00:00,0.5393509966991942,0.36187688404730656,0.16436710956191472,983.0
usr000015,46,3728989,1325,{},2775,2100,145,2020-06-22 16:37:08+00:00,0,2024-03-27 06:24:16.488000+00:00,0.42277308236396566,0.33314411516478504,0.23616234306812972,1447.0
usr000016,118,16723244,2772,{},19416,13962,841,2020-06-02 14:21:40+00:00,0,2024-04-12 05:49:12.773000+00:00,0.7992001027184343,1.5974742027557776,0.741018096588272,5614.0
usr000018,120,2607712,242,"{'gem_sub_1': 15, 'gem_1': 2}",18468,12512,1664,2020-06-02 03:20:10+00:00,6,2024-04-12 08:42:55.602000+00:00,0.8019445170281334,1.0960751396360002,0.9709615488938798,7713.0
usr000019,84,8340540,1010,"{'gem_1': 3, 'prog_s_1': 1, 'prog_s_2': 1, 'prog_s_3': 1, 'gem_2': 3, 'daily_9': 4, 'prog_10': 1, 'timed_h_1_1': 2, 'starter_1': 1, 'gem_3': 4, 'gem_sub_1': 26, 'daily_10': 5, 'prog_25': 1, 'prog_27': 1, 'timed_n_2_5': 1, 'starter_2': 1, 'prog_32': 1, 'gem_4': 1, 'clan_1': 1, 'clan_2': 1, 'prog_35': 1, 'timed_d_1_2': 1, 'prog_45': 1, 'timed_j_1_4': 1, 'timed_g_1_2': 1, 'prog_47': 1, 'timed_g_1_7': 1, 'timed_g_1_6': 1, 'timed_q_2_5': 3, 'special_4': 1, 'timed_f_2_4': 1, 'special_5': 1, 'prog_61': 1, 'timed_g_2_2': 1, 'timed_n_4_1': 2, 'prog_78': 1}",8623,7108,88,2020-05-24 04:37:08+00:00,12,2024-02-02 17:05:23.650000+00:00,0.6808493943516875,1.5807638407083369,0.4870808313550249,3464.0
usr000020,70,6979988,18703,"{'starter_1': 1, 'gem_sub_1': 9}",7122,4747,94,2020-05-04 13:54:23+00:00,5,2024-04-11 14:23:39.862000+00:00,0.6529355847291927,0.6518236176311287,0.16438733742655312,1158.0
usr000021,127,130050168,7904,{},28804,21284,2656,2019-06-03 13:51:52+00:00,0,2024-04-12 08:55:53.107000+00:00,0.8249041144439538,2.1295144301379487,0.3364838864838865,2517.0
usr000022,22,1416711,836,{},560,438,17,2020-06-13 12:18:01+00:00,0,2024-02-15 09:16:32.210000+00:00,0.3227904273627492,0.3264112671910713,0.11730545876887341,657.0
usr000024,92,651186,646,"{'gem_1': 18, 'gem_sub_1': 15, 'starter_1': 1, 'gem_2': 5, 'gem_3': 5, 'starter_2': 1, 'timed_n_5_1': 1, 'timed_m_1_6': 2, 'timed_m_1_7': 1, 'gem_4': 1, 'timed_q_5_5': 1}",18103,8731,788,2020-06-30 09:54:14+00:00,11,2024-04-12 05:18:07.670000+00:00,0.689864288524669,1.166415852477907,0.7007192521420162,5433.0
usr000025,32,1185070,77,"{'gem_sub_1': 1, 'starter_1': 1, 'prog_s_1': 1}",1173,946,59,2020-05-03 13:18:02+00:00,2,2024-04-10 13:40:13.174000+00:00,0.3541814962651938,0.34936667477601674,0.17343336579108937,1142.0
usr000027,68,1223364,2731,"{'gem_sub_1': 9, 'starter_1': 1, 'gem_3': 1, 'gem_2': 1}",6112,5002,632,2020-07-02 01:02:15+00:00,5,2024-04-12 05:01:45.018000+00:00,0.5277144547663456,0.49718040400581864,0.4503296189628612,3215.0
usr000028,116,4587012,839,{},17994,11924,2552,2020-05-20 17:34:41+00:00,0,2024-04-12 06:02:21.056000+00:00,0.7989774710240908,1.3975105646810775,0.8250638613346519,6542.0
usr000030,141,41380,2772,"{'gem_sub_1': 10, 'timed_g_2_6': 1, 'timed_f_4_7': 1}",29471,23961,787,2020-06-07 20:08:45+00:00,5,2024-04-12 08:47:49.314000+00:00,0.8333265755415995,1.0375683062571144,0.876231469018584,6861.0
usr000031,80,193150,8112,{'gem_sub_1': 1},9568,7250,627,2020-06-13 19:09:45+00:00,1,2024-04-12 09:04:52.285000+00:00,0.6013939071749727,0.8889441375906422,0.46790747913554936,3311.0
usr000032,149,12396377,12818,"{'gem_sub_1': 37, 'timed_h_1_1': 1, 'starter_1': 1, 'prog_27': 1, 'starter_2': 1, 'gem_sub_2': 1, 'gem_1': 1}",35895,27281,875,2020-06-27 18:37:19+00:00,10,2024-04-12 01:42:43.740000+00:00,0.8421409885598095,1.112040467659211,0.8018108451957779,6157.0
usr000034,117,18957034,260,"{'starter_1': 1, 'starter_2': 1, 'gem_1': 12, 'daily_9': 1, 'gem_sub_1': 37, 'prog_27': 1, 'daily_7': 1, 'gem_3': 2, 'prog_32': 1, 'timed_h_1_1': 3, 'daily_10': 1, 'gem_2': 3, 'prog_42': 1, 'timed_d_1_2': 1, 'timed_d_1_1': 1, 'timed_k_1_2': 1, 'prog_52': 1, 'timed_q_2_5': 3, 'prog_61': 1, 'prog_66': 1, 'special_4': 1, 'timed_f_2_7': 1, 'prog_69': 1, 'prog_71': 1, 'timed_h_2_6': 1, 'prog_78': 1, 'timed_k_2_4': 3, 'timed_j_2_2': 1, 'timed_g_2_2': 1, 'timed_c_3_2': 1, 'timed_q_3_5': 3, 'prog_92_1': 1, 'timed_a_3_1': 1, 'timed_n_4_1': 1, 'timed_q_4_5': 3, 'timed_f_4_7': 1, 'timed_m_1_1': 1}",17420,16764,134,2020-06-10 06:51:52+00:00,12,2024-04-12 06:16:32.389000+00:00,0.6695041883291435,0.5596581208132977,0.6749891774891776,5117.0
usr000035,133,16897470,12874,{},29902,22820,206,2020-06-12 17:18:06+00:00,0,2024-04-12 07:15:46.024000+00:00,0.836398367317517,1.7105692463410311,0.4829283882612056,3445.0
usr000036,122,30617266,1297,"{'gem_sub_1': 46, 'starter_1': 1}",24430,17468,559,2020-05-05 15:54:28+00:00,10,2024-04-12 07:11:51.249000+00:00,0.7846028971404029,1.3033248235215205,0.5907060513520556,4351.0
usr000037,59,4042662,4004,"{'starter_2': 1, 'timed_f_3_5': 1}",4816,3999,91,2020-05-13 08:04:34+00:00,4,2024-03-13 12:29:40.010000+00:00,0.4990678001736002,0.5903363428032521,0.31374064481668495,2130.0
usr000038,116,431528,3916,{'gem_sub_1': 3},21278,17323,377,2020-07-01 07:42:05+00:00,3,2024-03-12 21:43:41.156000+00:00,0.7329388284692251,0.9239373297411916,0.7387638920533657,5685.0
usr000039,112,1441035,1775,"{'gem_sub_1': 8, 'starter_1': 1, 'prog_42': 1, 'timed_g_1_2': 1, 'timed_j_1_4': 1}",19526,15310,361,2020-05-23 04:00:51+00:00,5,2024-04-11 16:36:10.606000+00:00,0.741568528513376,1.0391218725190146,0.5253572917737005,3774.0
usr000040,140,1132543,26488,{},30220,23035,447,2020-05-18 12:37:43+00:00,0,2024-04-12 02:26:19.291000+00:00,0.8162120925427018,1.0200897384684542,0.925686856879913,7237.0
usr000041,97,2293758,3572,"{'gem_sub_1': 19, 'daily_10': 1, 'starter_1': 1, 'prog_27': 1, 'clan_1': 1}",13181,9659,143,2020-06-18 14:13:13+00:00,7,2024-04-11 08:22:12.125000+00:00,0.7390178375667145,1.0048845018306107,0.5205276668440226,3841.0
usr000042,139,4422258,6355,{},29773,23907,232,2020-06-27 16:16:20+00:00,0,2024-04-12 03:41:58.287000+00:00,0.8105362983519998,1.149190191290558,0.7115587837335805,5402.0
usr000043,101,529882,2306,"{'starter_1': 1, 'prog_27': 1, 'timed_d_1_2': 1, 'starter_2': 1, 'gem_1': 1, 'timed_j_1_4': 1, 'timed_g_1_1': 1, 'gem_sub_1': 4, 'timed_q_2_5': 1, 'prog_61': 1, 'timed_a_2_1': 1, 'timed_h_2_6': 1, 'timed_m_1_9': 2, 'timed_q_5_5': 1, 'timed_f_5_1': 2, 'timed_f_5_7': 1, 'timed_p_4_1': 1}",12237,11463,529,2020-07-10 15:12:13+00:00,6,2024-04-12 03:12:23.411000+00:00,0.6787263214486303,0.8252678938816455,0.7027181504269457,5407.0
usr000044,66,14569875,1299,"{'starter_1': 1, 'daily_7': 1, 'gem_1': 1, 'gem_sub_1': 6, 'special_5': 1, 'timed_f_2_1': 3, 'timed_f_2_7': 1, 'timed_j_2_4': 1, 'gem_2': 1, 'timed_q_3_5': 1}",7770,3339,2120,2020-06-22 17:50:53+00:00,5,2024-02-05 03:39:11.943000+00:00,0.5926752295396592,0.8687894542407395,0.42419606497440066,2958.0
usr000046,95,7332689,7388,{'starter_2': 1},11880,9268,583,2020-07-02 10:40:29+00:00,3,2024-02-15 12:53:00.950000+00:00,0.7152987394465818,0.5266503478510722,0.6269309982946346,4796.0
usr000047,31,19585692,6840,"{'gem_sub_1': 2, 'gem_2': 1, 'gem_3': 1}",989,835,91,2020-06-25 23:33:02+00:00,4,2024-04-11 09:14:39.489000+00:00,0.49864468732448514,0.6328077473326746,0.089485606780507,420.0
usr000048,76,631944,1169,{},7957,5329,1146,2020-06-30 03:16:38+00:00,0,2024-04-12 05:34:40.924000+00:00,0.6354291498097306,0.7668438059082121,0.5386117874102093,3963.0
usr000049,103,68862808,31102,{},14271,14085,100,2020-05-04 08:21:08+00:00,0,2024-04-12 07:42:42.083000+00:00,0.6100145968301451,0.2944672006823868,0.15835497835497836,1196.0
usr000051,89,422716,2794,{},11619,9336,221,2020-05-24 03:28:43+00:00,0,2024-03-10 07:25:55.546000+00:00,0.62167366473544,0.5936798879107611,0.6414453928015565,4794.0
usr000052,112,5551807,11861,{},18330,13060,1090,2020-06-26 12:56:36+00:00,0,2024-04-12 08:04:58.163000+00:00,0.7186644951629229,0.8009946718566507,0.6323459331995916,4673.0
usr000053,139,473492,11019,"{'gem_sub_1': 41, 'gem_2': 2, 'gem_3': 3, 'timed_h_1_1': 2, 'prog_15': 1, 'starter_1': 2, 'prog_27': 1, 'starter_2': 2, 'prog_42': 1, 'timed_d_1_4': 1, 'timed_g_1_2': 1, 'timed_j_1_4': 1, 'timed_g_1_6': 1, 'gem_1': 1, 'timed_c_2_2': 2, 'prog_61': 1, 'timed_c_2_6': 1, 'timed_q_2_5': 3, 'prog_66': 1, 'timed_f_2_7': 1, 'special_4': 1, 'timed_a_2_1': 3, 'prog_75': 1, 'prog_78': 1, 'gem_4': 3, 'gem_5': 33, 'clan_1': 3, 'prog_84': 1, 'prog_86': 1, 'timed_h_2_6': 5, 'timed_h_2_1': 5, 'timed_h_2_2': 2, 'prog_92_1': 1, 'timed_a_3_1': 3, 'timed_i_2_4': 3, 'timed_q_4_5': 5, 'gem_sub_3': 2, 'starter_3': 1, 'gem_sub_2': 3, 'timed_f_4_7': 2, 'timed_f_4_1': 1, 'timed_f_4_2': 1, 'timed_a_4_2': 1, 'timed_a_4_4': 1, 'timed_i_3_4': 3, 'clan_2': 2, 'timed_h_4_6': 4, 'timed_h_4_2': 1, 'prog_92_2': 1, 'timed_n_5_5': 1, 'timed_n_5_1': 7, 'timed_q_5_5': 1, 'timed_p_4_1': 6, 'timed_i_4_4': 3}",27556,21035,274,2020-06-17 04:16:57+00:00,17,2024-04-11 21:28:59.041000+00:00,0.879468402067584,2.3792843448496117,0.9789734075448361,7788.0
usr000054,140,17861094,12097,"{'timed_h_1_1': 2, 'starter_2': 1, 'daily_7': 1, 'starter_1': 1}",32192,24112,474,2020-05-10 13:22:52+00:00,4,2024-04-11 21:29:50.477000+00:00,0.8249018618467092,1.7909609079268398,0.5900128812822311,4374.0
usr000055,103,4938643,2336,{},16628,9529,451,2020-05-03 17:27:25+00:00,0,2024-04-12 06:32:44.674000+00:00,0.8277108506107542,1.0853160944569087,0.5837515710096355,4393.0
usr000056,128,30768978,7762,"{'gem_sub_1': 4, 'prog_27': 1, 'prog_10': 1, 'timed_h_1_1': 1, 'prog_15': 1, 'prog_32': 1, 'starter_2': 1, 'starter_1': 1, 'prog_47': 1, 'special_4': 1, 'special_5': 1, 'prog_78': 1, 'timed_f_3_7': 1, 'timed_a_3_1': 1, 'timed_g_2_6': 1}",23287,17662,707,2020-05-01 09:34:09+00:00,6,2024-04-11 13:45:16.989000+00:00,0.7902809439283494,1.091804660773872,0.7898010982460743,6101.0
usr000057,112,24095700,1191,"{'gem_2': 1, 'gem_sub_1': 3, 'gem_3': 1, 'prog_75': 1}",16732,12472,886,2020-04-27 15:29:29+00:00,4,2024-02-10 07:10:23.260000+00:00,0.7673281043042628,0.9198263547870695,0.7923475787621446,6093.0
usr000058,49,300323,1720,"{'starter_1': 1, 'gem_sub_1': 1, 'starter_2': 1, 'gem_1': 1, 'starter_3': 1, 'daily_5': 1}",2728,2506,146,2020-06-05 23:16:42+00:00,6,2024-02-10 19:32:37.521000+00:00,0.4683314862035927,0.6490516415426988,0.31836398187426407,2214.0
usr000059,87,334414,2875,"{'starter_1': 1, 'gem_sub_1': 3, 'timed_j_1_4': 1, 'timed_f_2_7': 1, 'gem_1': 1, 'timed_n_5_1': 1, 'timed_a_5_4': 1, 'gem_3': 1}",9843,7684,764,2020-05-22 10:46:32+00:00,5,2024-04-12 07:31:51.562000+00:00,0.6584199081541018,1.0597405108089628,0.5615256588797957,4132.0
usr000060,58,374923,823,{},4026,3489,167,2020-06-29 02:49:59+00:00,0,2024-02-10 14:10:40.276000+00:00,0.51314615751962,0.40612249423585395,0.4114612040102236,3054.0
usr000061,60,106010,1244,{},5399,3972,476,2020-05-14 06:37:50+00:00,0,2024-04-12 08:58:08.985000+00:00,0.47395171632892724,0.7569597846316805,0.36380131160618967,2584.0
usr000062,149,2470672,1775,"{'gem_sub_1': 38, 'starter_1': 1, 'special_4': 1, 'clan_1': 1}",35471,27982,244,2020-06-25 02:53:17+00:00,9,2024-04-12 05:19:16.301000+00:00,0.8017128749448115,1.3592368951400966,0.6551029030335249,4933.0
usr000064,104,78765,1450,"{'prog_10': 1, 'gem_sub_1': 10, 'timed_h_1_1': 2, 'daily_10': 1, 'starter_1': 1, 'timed_n_2_2': 1, 'prog_37': 1, 'gem_1': 1, 'gem_2': 1, 'timed_a_3_1': 1, 'gem_3': 1}",15926,12117,380,2020-06-30 04:25:42+00:00,7,2024-04-12 08:06:53.607000+00:00,0.6502133209590658,0.7170321430609493,0.5528429612791163,4041.0
usr000066,159,4380186,927,{},37977,29461,713,2020-06-18 11:37:49+00:00,0,2024-02-07 01:38:30.518000+00:00,0.876496850869052,1.0934216101164642,0.9984051036682615,7883.0
usr000067,130,24959166,3351,{},22869,16001,465,2020-07-16 00:00:00+00:00,0,2024-04-12 08:05:09.953000+00:00,0.8103669781257791,0.8315782196872995,0.9889490380593138,7781.0
usr000069,133,1003792,11793,{},29836,21719,287,2020-06-04 08:47:04+00:00,0,2024-04-12 04:39:15.043000+00:00,0.7445667354459691,1.6270745619699514,0.6543458393458393,4833.0
usr000070,118,11664088,12291,{},17296,12954,1300,2020-05-11 01:47:21+00:00,0,2024-04-12 06:49:14.355000+00:00,0.7353780158522778,1.0393948072127164,0.9648112039428562,7650.0
usr000071,159,4391722,10035,"{'gem_sub_1': 4, 'gem_2': 5, 'gem_1': 2}",32302,25228,2044,2018-10-18 03:32:10+00:00,5,2024-03-02 01:33:02.405000+00:00,0.9109796094897417,0.9714296283615008,0.9574846206425153,7677.0
usr000072,88,16127496,1120,{'gem_sub_1': 3},11966,6846,473,2020-05-22 12:53:07+00:00,3,2024-04-12 08:44:12.292000+00:00,0.7587074146490904,0.8696155767600043,0.6019436742525214,4484.0
usr000073,31,683873,708,{},1142,894,74,2020-06-12 13:58:21+00:00,0,2024-02-15 08:10:04.700000+00:00,0.34016996597076427,0.23768857993266235,0.15995690548536076,996.0
usr000074,127,5994716,4607,"{'prog_10': 1, 'prog_15': 1, 'gem_sub_1': 2, 'starter_1': 1, 'special_4': 1, 'clan_1': 1}",25010,16815,1002,2020-05-25 08:43:41+00:00,4,2024-04-12 04:54:45.028000+00:00,0.8190590000270311,0.9201568808836589,0.6022843184368852,4373.0
usr000075,124,21693076,539,"{'starter_2': 1, 'timed_c_4_6': 1}",21563,14313,2691,2020-06-24 22:09:17+00:00,3,2024-04-12 07:49:34.844000+00:00,0.7872782318012669,1.0267965213891617,0.8503302974082195,6643.0
usr000076,135,36458196,4027,{},27344,26873,424,2020-07-11 03:32:15+00:00,0,2024-04-12 09:01:15.693000+00:00,0.733455424103992,0.7995107058438379,0.6738950222203811,5083.0
usr000077,61,522322,616,"{'gem_sub_1': 4, 'starter_1': 1, 'gem_1': 1, 'prog_10': 1, 'timed_j_4_4': 1, 'starter_2': 1, 'daily_9': 1, 'prog_27': 1, 'timed_g_3_2': 5, 'prog_42': 1, 'timed_m_1_13': 2, 'gem_2': 1, 'timed_m_2_1': 1}",4911,3952,183,2020-07-11 03:32:59+00:00,5,2024-04-12 09:09:28.998000+00:00,0.5303897894272096,0.351448269855143,0.30429882390666707,2145.0
usr000078,106,8473386,3064,"{'prog_10': 1, 'prog_27': 1, 'timed_h_1_1': 1, 'gem_3': 1, 'starter_2': 1, 'starter_1': 1, 'gem_1': 1}",16253,10976,511,2020-05-20 02:48:07+00:00,4,2024-04-12 06:43:26.761000+00:00,0.7585114386888082,0.9198000244281657,0.6589034510155043,4963.0
usr000079,152,102288,46749,{},38616,29028,1470,2020-04-27 12:10:15+00:00,0,2024-04-12 07:17:59.155000+00:00,0.870751977029515,2.4400538420799176,0.7804052429052427,6129.0
usr000080,152,23172760,27379,{},35408,27494,885,2020-05-29 11:37:38+00:00,0,2024-04-12 08:50:08.036000+00:00,0.85066819542933,1.3798372273231034,0.863225855644402,6682.0
usr000081,144,199159280,15445,"{'gem_2': 4, 'gem_sub_1': 47, 'clan_1': 135, 'starter_2': 204}",23411,18900,2608,2018-09-15 04:40:01+00:00,18,2024-04-11 12:08:17.547000+00:00,0.8711326659638563,2.0258029357849603,0.8441414141414141,6404.0
usr000082,74,602691,740,"{'starter_1': 1, 'gem_sub_1': 6, 'gem_2': 2, 'prog_27': 1, 'gem_1': 3, 'gem_3': 1, 'prog_64': 1}",7747,6401,222,2020-05-04 01:17:01+00:00,5,2024-03-04 08:34:05.694000+00:00,0.652574793737179,0.8748656050426141,0.3905735223382282,2729.0
usr000084,152,34272544,13066,{'gem_sub_1': 36},36027,30235,735,2019-08-19 17:08:19+00:00,9,2024-04-11 03:48:31.902000+00:00,0.8420786667027083,1.1482494616292587,0.817814206490677,6295.0
usr000085,133,42736264,1183,"{'starter_2': 1, 'gem_sub_1': 24, 'gem_2': 2, 'prog_27': 1, 'starter_1': 1, 'gem_3': 2, 'prog_15': 1, 'gem_1': 3, 'starter_3': 1, 'prog_42': 1, 'timed_j_1_4': 1, 'timed_g_1_2': 1, 'prog_61': 1, 'timed_g_1_4': 1, 'timed_g_1_6': 1, 'prog_64': 1, 'special_4': 1, 'timed_f_2_7': 3, 'prog_75': 1, 'special_5': 1, 'prog_78': 1, 'timed_j_2_4': 1, 'daily_5': 1, 'timed_g_2_2': 1, 'timed_f_3_7': 3, 'gem_5': 1, 'timed_a_3_1': 2, 'timed_h_3_1': 1, 'timed_n_4_1': 1, 'timed_b_1_1': 1}",25047,16798,1108,2020-06-25 16:48:02+00:00,12,2024-04-08 12:52:37.322000+00:00,0.8851197931214689,1.3520484018072838,0.9998917748917748,7889.0
usr000086,162,12356140,13952,"{'gem_sub_1': 2, 'gem_2': 4, 'gem_1': 1}",37636,28712,490,2020-05-16 14:48:54+00:00,4,2024-04-12 03:44:37.299000+00:00,0.867971896596776,1.7820998110821777,1.0,7890.0
usr000087,86,917404,542,"{'timed_h_1_1': 1, 'starter_1': 1, 'daily_9': 2, 'timed_n_2_5': 1, 'starter_2': 1, 'prog_47': 1, 'prog_64': 1}",10531,7404,646,2020-06-14 19:08:43+00:00,4,2024-02-26 20:52:18.140000+00:00,0.644078747796209,0.5762686978085733,0.5312973337483142,3942.0
usr000088,64,129217568,39599,"{'special_4': 1, 'clan_1': 1}",6489,4004,109,2020-05-22 18:28:22+00:00,1,2024-04-12 02:14:17.923000+00:00,0.6498615403560305,0.08868702113536908,0.19401686033264984,1344.0
usr000089,65,4560143,5651,{},5569,4402,258,2020-06-18 09:13:07+00:00,0,2024-03-16 07:05:06.024000+00:00,0.5636077146950434,0.3708379511576848,0.5140488215488215,3681.0
usr000090,81,228491,25706,{},9873,7128,163,2020-07-08 06:12:20+00:00,0,2024-04-11 14:30:32.976000+00:00,0.6755700572760392,0.8939200948693845,0.4818430555669644,3363.0
usr000091,37,629785,370,"{'gem_sub_1': 5, 'gem_2': 7, 'daily_9': 3, 'prog_27': 1, 'timed_h_1_1': 4, 'gem_3': 1, 'starter_1': 1, 'gem_1': 5, 'daily_10': 5, 'prog_32': 1, 'timed_d_1_2': 2, 'timed_d_1_1': 1, 'starter_2': 1, 'daily_8': 1, 'prog_35': 1}",1775,1196,191,2020-04-26 21:27:25+00:00,8,2024-01-18 20:46:49.640000+00:00,0.4569686348359659,0.36257865318712473,0.20379274745128403,1266.0
usr000094,53,449137073,1019097002,"{'gem_5': 150, 'gem_4': 2, 'gem_3': 1}",2739,2159,35,2020-05-22 15:36:08+00:00,20,2024-02-13 11:51:49.054000+00:00,0.6677997230807121,0.5305091420407729,0.6883116883116883,5334.0
usr000095,88,1117631,4335,"{'gem_sub_1': 17, 'starter_1': 1, 'timed_d_1_1': 1}",11120,8616,58,2020-07-11 00:20:18+00:00,6,2024-02-06 05:57:03.643000+00:00,0.724258069554196,1.089291803449377,0.4303896103896104,2937.0
usr000097,64,12037057,47232,{},5488,4155,57,2020-05-05 11:45:02+00:00,0,2024-04-12 00:51:17.632000+00:00,0.6587829517433601,0.8290785075191696,0.3666759738304454,2526.0
usr000098,53,47060660,8775,"{'starter_1': 1, 'gem_sub_1': 2, 'daily_10': 1}",3947,2608,123,2020-06-07 19:42:19+00:00,2,2024-04-01 19:43:51.458000+00:00,0.6046350191771112,0.8962832345694586,0.2224185835950542,1380.0
usr000099,89,10530776,1577,{},10906,7595,767,2020-05-16 22:43:18+00:00,0,2024-04-12 04:51:11.534000+00:00,0.65214492309633,0.7445489899854533,0.526638089579266,3801.0
usr000101,78,1741981,32999,{'gem_sub_1': 6},9488,7809,56,2020-07-13 11:46:21+00:00,4,2024-01-14 03:12:40.395000+00:00,0.5816709165668015,1.353564599983781,0.33634658626528546,2334.0
usr000102,104,51277020,5549,"{'timed_l_0_1': 1, 'prog_60': 1, 'gem_sub_1': 3, 'prog_75': 1, 'starter_1': 1, 'starter_2': 1, 'gem_3': 2, 'gem_1': 1, 'clan_2': 2}",10392,9134,799,2018-06-11 02:16:01+00:00,8,2024-04-02 16:41:59.321000+00:00,0.8076090482326121,0.9159920688553903,0.9011387042855419,7088.0
usr000103,25,176190,329,{},661,561,40,2020-07-03 12:52:59+00:00,0,2024-03-19 01:25:18.763000+00:00,0.2996348539866466,0.20415934572562164,0.13445394713687395,835.0
usr000105,28,234913,2982,{'gem_sub_1': 2},905,750,35,2020-05-14 12:57:37+00:00,2,2024-01-19 13:47:07.757000+00:00,0.3169787264716218,0.3724399382488009,0.15735964518573217,939.0
