ID,AvatarLevel,Gold,Gems,Purchases,TotalPlay,TotalWon,TotalLost,FirstInstallDate,VipLevel,LastSeenDate,Cards_collected,Card_score,Overall_progress,TotalStars
usr003409,51,5763361,2529,{'gem_sub_1': 1},3212,2609,266,2021-12-23 00:00:00+00:00,1,2024-03-23 06:06:19.512000+00:00,0.42254144028064367,0.57726783481354,0.3343833359902225,2324.0
usr003429,112,31891284,24535,{},19398,16356,92,2020-07-05 00:00:00+00:00,0,2024-04-12 08:51:17.443000+00:00,0.7328475982808178,0.5758694074267631,0.19814830330959363,1524.0
usr003430,30,31660,812,"{'clan_1': 1, 'gem_sub_1': 1}",824,767,23,2022-01-12 00:00:00+00:00,2,2024-04-12 05:04:54.148000+00:00,0.32579764468432104,0.19851322574928892,0.17323713323713322,1146.0
usr003431,130,155985,4712,"{'starter_2': 1, 'starter_1': 1, 'prog_15': 1, 'special_4': 1}",26892,19360,224,2020-04-15 00:00:00+00:00,4,2024-04-12 04:51:42.471000+00:00,0.7934484710871635,1.0780611094592063,0.7211411314481491,5496.0
usr003437,102,1540274,6726,{},14338,8030,819,2021-04-28 00:00:00+00:00,0,2024-04-12 06:10:07.863000+00:00,0.7587318177859073,0.5635600497373472,0.8387980845359588,6499.0
usr003452,32,789708,694,{},1114,991,10,2023-12-03 00:00:00+00:00,0,2024-03-20 07:37:59.762000+00:00,0.3685181514285972,0.5353600701608955,0.10511463844797178,746.0
usr003455,28,2840327,135,{},714,680,20,2021-08-08 00:00:00+00:00,0,2024-02-10 07:28:04.983000+00:00,0.3458168518301602,0.2085818348555885,0.11205066538399873,755.0
usr003480,164,39208804,2212,{},41597,28638,4814,2018-05-12 18:11:40+00:00,0,2024-04-10 19:25:20.573000+00:00,0.962739413543816,1.6514105613772678,0.991114149008886,7824.0
usr003485,58,33600,1363,{'gem_sub_1': 1},4349,3743,146,2021-12-04 00:00:00+00:00,1,2024-04-08 21:16:50.157000+00:00,0.4735931779341581,0.4576037721492881,0.31711843676453905,2230.0
usr003486,154,51114,1634,{},34850,24746,2160,2020-03-28 02:54:49+00:00,0,2024-04-12 07:28:10.017000+00:00,0.8622270227572392,2.190260660541605,1.0,7890.0
usr003488,20,178163,245,{},402,373,5,2024-03-21 00:00:00+00:00,0,2024-04-12 08:20:28.061000+00:00,0.25652239532180604,0.1824814461073618,0.08078657265649136,575.0
usr003492,36,3142968,264,{},1400,949,197,2021-07-25 00:00:00+00:00,0,2024-04-04 20:43:06.313000+00:00,0.38837704873719403,0.34600036341902213,0.13367965367965368,886.0
usr003495,107,3729244,31137,"{'gem_sub_1': 14, 'special_5': 1, 'special_4': 1, 'starter_3': 1, 'starter_2': 1, 'gem_2': 1, 'starter_1': 1, 'gem_1': 1, 'timed_h_3_1': 1, 'clan_1': 2, 'timed_f_4_1': 3, 'timed_f_4_7': 1, 'timed_a_4_5': 1}",17407,12269,564,2022-03-02 00:00:00+00:00,9,2024-04-12 05:13:11.835000+00:00,0.770199414925409,0.615673676749292,0.5769053022748515,4223.0
usr003501,63,4965838,3792,{},4637,3452,414,2023-01-04 00:00:00+00:00,0,2024-04-11 17:12:41.767000+00:00,0.5556706883036141,0.3686389006524523,0.5494121419611616,4118.0
usr003509,52,1472532,11128,{},3831,2682,42,2020-11-18 00:00:00+00:00,0,2024-04-11 14:06:57.382000+00:00,0.4562158919233877,0.5440863265344943,0.25989559460147693,1736.0
usr003510,100,10124833,2230,{},14585,11782,73,2022-01-14 00:00:00+00:00,0,2024-04-10 14:33:56.999000+00:00,0.730454964574154,1.2406827672306167,0.5752641885365462,4150.0
usr003511,147,51445784,10344,"{'gem_sub_1': 14, 'starter_1': 1, 'prog_61': 1, 'clan_1': 2, 'timed_f_3_7': 1}",29388,20243,2590,2019-10-30 00:00:00+00:00,6,2024-04-12 02:06:40.987000+00:00,0.9455291951620218,1.3775799897281564,0.998177261335156,7882.0
usr003518,132,12147008,3690,{},25582,18170,2507,2019-01-08 16:13:15+00:00,0,2024-04-12 04:17:24.473000+00:00,0.8276395183646744,1.7044839099481701,0.8026051606696768,6183.0
usr003525,120,504081,2143,{'gem_sub_1': 22},23367,18843,426,2022-04-02 00:00:00+00:00,7,2024-04-12 07:41:12.775000+00:00,0.7100839768252795,1.6467876311387029,0.5571356421356422,4085.0
usr003527,138,19747970,1656,{},25163,16501,1478,2020-04-11 00:00:00+00:00,0,2024-04-11 03:17:30.703000+00:00,0.841976173528078,1.0579988176367352,0.9979608111187058,7880.0
usr003532,126,44611656,7894,"{'gem_sub_1': 20, 'starter_2': 1, 'special_4': 1, 'prog_87': 1, 'timed_c_4_4': 1}",24590,19705,55,2021-11-17 00:00:00+00:00,8,2024-04-12 01:30:00.060000+00:00,0.8163123331200874,1.7149010008539847,0.748948272557295,5810.0
usr003534,108,1375587,7634,{},18181,13183,272,2020-09-22 00:00:00+00:00,0,2024-04-12 08:17:38.591000+00:00,0.756098907039817,1.6876547158874182,0.6119238193360341,4472.0
usr003543,61,189499,1880,{'gem_sub_1': 1},5074,4445,79,2021-12-15 00:00:00+00:00,1,2024-04-11 18:47:21.051000+00:00,0.5332990187686402,0.6018436156888893,0.3039538239538239,2071.0
usr003549,137,28538516,33144,{},30029,22856,303,2021-03-28 00:00:00+00:00,0,2024-04-12 08:42:49.520000+00:00,0.8651963213585264,1.3449190216319418,0.9107489393063625,7255.0
usr003552,161,121208740,14401,{},38320,27405,3208,2018-04-03 10:27:26+00:00,0,2024-04-12 04:53:58.269000+00:00,0.9626725864922255,1.8851344350035593,0.9896241143985504,7799.0
usr003554,37,17156,1180,"{'gem_sub_1': 1, 'starter_2': 1, 'starter_1': 1}",1476,1220,26,2023-11-07 00:00:00+00:00,3,2024-04-12 06:01:28.506000+00:00,0.4141456349170594,0.4023925936604905,0.18709390827037883,1248.0
usr003576,42,2589111,6199,"{'starter_1': 1, 'gem_sub_1': 2, 'starter_2': 1, 'prog_15': 1, 'prog_27': 1, 'starter_3': 1}",1790,1684,9,2022-08-07 00:00:00+00:00,6,2024-01-18 12:34:15.860000+00:00,0.4368135209897011,0.2685561352239132,0.1873393634369244,1319.0
usr003584,96,21377240,1190,{},12318,8300,687,2021-10-10 00:00:00+00:00,0,2024-04-11 11:49:14.370000+00:00,0.7561278153711228,0.5715146413815129,0.6100748827378478,4534.0
usr003593,20,1013540,590,{},382,382,0,2022-11-04 00:00:00+00:00,0,2024-04-12 01:05:36.627000+00:00,0.396316327725868,0.36124535589534734,0.05606588533417802,330.0
usr003598,42,21638060,25711,{'gem_sub_1': 1},4452,4344,81,2022-07-25 00:00:00+00:00,1,2024-04-12 05:38:57.289000+00:00,0.4442940210062202,0.4792611531095353,0.0499524865378524,269.0
usr003599,123,1395252,5148,"{'special_5': 1, 'starter_2': 1, 'prog_20': 1, 'starter_3': 1, 'starter_1': 1, 'clan_1': 1, 'gem_sub_1': 1}",20646,15230,591,2021-09-10 00:00:00+00:00,7,2024-04-12 04:10:29.735000+00:00,0.7962597124484531,1.0121070093818172,0.9700174611755034,7712.0
usr003601,28,625107,570,{},774,671,23,2024-03-12 00:00:00+00:00,0,2024-04-12 05:32:43.457000+00:00,0.28519570564861285,0.15439549300343297,0.12060606060606059,758.0
usr003602,110,3436229,1949,{'gem_sub_1': 1},17593,12536,618,2021-09-04 00:00:00+00:00,1,2024-04-11 19:05:59.607000+00:00,0.781927562479539,1.108365725681711,0.7200879914615128,5493.0
usr003605,129,417745,2109,"{'gem_sub_1': 13, 'gem_2': 3, 'clan_1': 3, 'timed_k_3_2': 1, 'gem_3': 1, 'prog_95_2': 1, 'clan_2': 2, 'gem_1': 1, 'timed_a_4_5': 2, 'gem_4': 3, 'gem_sub_3': 1, 'gem_5': 2}",24401,17495,1719,2021-08-03 00:00:00+00:00,12,2024-04-12 08:06:54.689000+00:00,0.827677437084959,1.5264988181373123,0.9664384325411894,7673.0
usr003614,92,4674,1723,{},12558,9186,438,2022-01-23 00:00:00+00:00,0,2024-04-12 08:06:19.072000+00:00,0.6758261024961781,1.046774971542188,0.5698129377397673,4219.0
usr003619,33,1144,0,{},1472,1005,121,2023-06-22 00:00:00+00:00,0,2024-01-17 03:38:08.610000+00:00,0.34310585104625635,0.575658974797942,0.11472823472823473,766.0
usr003626,67,23739646,6096,{},7020,4422,24,2023-01-01 00:00:00+00:00,0,2024-04-12 08:04:45.072000+00:00,0.6238034954302311,0.6958766307552607,0.21236491903158572,1322.0
usr003638,152,88975048,76961,"{'starter_1': 2, 'starter_2': 2, 'special_5': 1, 'gem_sub_1': 14, 'gem_3': 3, 'special_4': 1, 'starter_3': 2, 'daily_8': 3, 'gem_2': 5, 'prog_10': 1, 'prog_s_3': 1, 'daily_10': 1, 'gem_4': 11, 'prog_15': 1, 'gem_1': 5, 'gem_5': 15, 'daily_4': 7, 'prog_20': 1, 'daily_6': 3, 'daily_2': 4, 'prog_25': 1, 'prog_27': 1, 'prog_30': 1, 'daily_1': 5, 'prog_32': 1, 'daily_3': 10, 'prog_35': 1, 'clan_1': 1, 'prog_37': 1, 'prog_40': 1, 'prog_42': 1, 'clan_3': 2, 'daily_5': 2, 'prog_45': 1, 'clan_2': 5, 'prog_47': 1, 'prog_50': 1, 'prog_52': 1, 'timed_h_2_3': 5, 'timed_h_2_4': 5, 'timed_h_2_6': 5, 'timed_h_2_1': 5, 'timed_h_2_2': 5, 'timed_h_2_5': 2, 'prog_55': 1, 'prog_57': 1, 'prog_60': 1, 'prog_61': 1, 'prog_62': 1, 'prog_63': 1, 'prog_64': 1, 'prog_65': 1, 'prog_66': 1, 'timed_n_3_3': 5, 'timed_n_3_1': 5, 'timed_n_3_5': 3, 'timed_n_3_4': 1, 'prog_68': 1, 'prog_69': 1, 'prog_70': 1, 'prog_71': 1, 'prog_72': 1, 'timed_k_2_4': 3, 'timed_k_2_1': 2, 'prog_73': 1, 'prog_75': 1, 'timed_j_2_4': 1, 'prog_78': 1, 'prog_79': 1, 'timed_g_2_2': 1, 'timed_g_2_4': 1, 'timed_c_3_2': 3, 'timed_q_3_5': 3, 'timed_q_3_2': 1, 'timed_f_3_1': 5, 'timed_f_3_7': 5, 'prog_92_1': 1, 'timed_j_1_4': 5, 'timed_j_1_2': 3, 'timed_j_1_1': 1, 'timed_j_1_3': 3, 'gem_sub_3': 1, 'gem_sub_2': 2, 'timed_f_4_7': 1}",31922,25203,169,2021-03-30 00:00:00+00:00,18,2024-04-12 04:10:52.515000+00:00,0.885148701452775,1.7147805219417989,1.0,7890.0
usr003658,42,3618498,983,{},1977,1584,52,2020-12-30 00:00:00+00:00,0,2024-04-12 07:04:03.882000+00:00,0.44540530231356756,0.39181299037790573,0.2320451123703156,1487.0
usr003666,31,28081458,2270,{},1063,851,136,2019-12-20 03:16:07+00:00,0,2024-04-11 12:42:18.142000+00:00,0.5070359874935801,0.4035486365779744,0.12077922077922079,786.0
usr003672,135,3572268,13800,"{'timed_k_0_3': 1, 'starter_1': 1, 'prog_27': 1, 'timed_p_1_1': 1, 'gem_1': 10, 'prog_10': 1, 'daily_6': 1, 'gem_3': 2, 'gem_sub_1': 11, 'timed_e_0_1': 1, 'timed_a_0_1': 2, 'timed_l_1_1': 1, 'timed_h_1_1': 1, 'timed_n_1_1': 1, 'daily_9': 1, 'prog_78': 1, 'starter_2': 1, 'gem_2': 9, 'timed_l_0_1': 1, 'timed_f_1_1': 5, 'daily_10': 1, 'timed_l_0_2': 1, 'timed_a_1_5': 1, 'timed_j_1_4': 1, 'timed_g_1_2': 1, 'daily_8': 1, 'timed_g_1_7': 1, 'timed_g_1_6': 1, 'timed_q_2_5': 1, 'prog_95_2': 1, 'prog_97_1': 1, 'timed_f_2_1': 1, 'special_4': 1, 'timed_a_2_1': 1, 'timed_b_2_4': 1}",23755,16824,3749,2018-05-20 13:10:21+00:00,11,2024-04-08 17:21:09.812000+00:00,0.9283501377087782,2.247948634775897,0.9450277509550694,7432.0
usr003674,29,5321,147,"{'gem_2': 1, 'daily_9': 1, 'timed_e_1_1': 1, 'starter_1': 1, 'gem_1': 1}",884,804,17,2018-04-26 18:56:38+00:00,3,2024-01-26 06:45:35.031000+00:00,0.38013479541911827,0.5060697734487865,0.16345999679333012,1028.0
usr003678,36,166780,968,{'gem_sub_1': 2},1441,1228,33,2022-03-20 00:00:00+00:00,2,2024-02-23 16:36:02.101000+00:00,0.33974460052440464,0.3680348641984208,0.27476671476671477,1827.0
usr003690,46,1251866,4497,{'gem_sub_1': 1},2663,2360,108,2022-01-07 00:00:00+00:00,1,2024-01-20 20:26:36.387000+00:00,0.3798520944649181,0.410744468372033,0.18785183712969464,1259.0
usr003691,32,230576,443,{'gem_sub_1': 1},1010,860,26,2024-01-22 00:00:00+00:00,1,2024-04-12 03:55:09.279000+00:00,0.3854678193957633,0.3034064676572088,0.18311367644700977,1237.0
usr003694,20,123413,359,{},686,337,38,2024-02-12 00:00:00+00:00,0,2024-04-10 21:09:36.328000+00:00,0.2565201427245615,0.4281088094573043,0.09260862594195926,652.0
usr003696,143,12642669,25468,"{'gem_sub_2': 5, 'gem_sub_1': 17, 'starter_2': 2, 'starter_1': 1, 'prog_20': 1, 'clan_2': 2, 'prog_40': 1, 'clan_1': 2, 'gem_sub_3': 3, 'prog_50': 1, 'special_4': 1, 'timed_g_2_2': 1, 'prog_75': 1, 'prog_78': 1, 'timed_a_3_1': 1}",31549,26362,77,2021-07-13 00:00:00+00:00,12,2024-04-12 00:34:35.679000+00:00,0.8365230110317196,0.8898887517307454,0.8155678126292162,6299.0
usr003697,158,268862912,2769,"{'prog_75': 1, 'gem_sub_1': 33, 'starter_1': 1, 'timed_c_1_6': 1, 'timed_f_1_1': 1, 'timed_l_0_2': 1}",38996,29241,2392,2018-10-22 14:19:44+00:00,9,2024-04-11 15:28:48.432000+00:00,0.8937070692508462,2.2940576885148576,0.7986684574591842,6241.0
usr003700,158,37969,10454,{'gem_sub_1': 1},36314,24691,4260,2018-06-14 00:37:39+00:00,1,2024-04-12 07:54:59.490000+00:00,0.9597990232738347,1.9770962319554446,1.0,7866.0
usr003701,38,102502,397,"{'gem_sub_1': 2, 'daily_9': 1, 'daily_7': 1}",1571,1310,161,2018-03-23 21:36:23+00:00,2,2024-02-24 20:20:41.152000+00:00,0.42043376012542466,0.4158718902895038,0.2279345573552347,1489.0
usr003702,33,430708,30,{'starter_1': 1},1081,994,16,2021-12-09 00:00:00+00:00,1,2024-03-06 22:21:48.095000+00:00,0.3572821963724174,0.28323746279460216,0.20471583821177317,1454.0
usr003712,51,673405,2965,{},3707,2493,142,2023-11-04 00:00:00+00:00,0,2024-04-12 03:56:51.263000+00:00,0.4480183151173303,0.606348670016529,0.2564326740797329,1845.0
usr003716,20,488082,1170,{},555,349,19,2022-02-13 00:00:00+00:00,0,2024-02-18 20:52:40.814000+00:00,0.2593291314886064,0.2024113152464792,0.09149825783972125,549.0
usr003717,137,1135325,9137,{},29567,22400,2717,2018-06-17 12:21:16+00:00,0,2024-04-12 08:00:31.861000+00:00,0.8706806447834352,1.6961274149093903,0.7683816476209601,5900.0
usr003728,59,8998078,178,{},4999,3596,528,,0,2024-02-19 18:28:22.092000+00:00,0.5194188899801472,0.8301894033820996,0.2662447940496721,1785.0
usr003738,50,784254,869,{},3107,2182,439,2023-12-19 00:00:00+00:00,0,2024-04-12 08:35:15.974000+00:00,0.44805172864312554,0.3509775521175916,0.3381168934683999,2435.0
usr003739,22,8873933,2277,{},396,385,0,2024-03-28 00:00:00+00:00,0,2024-04-11 07:21:36.279000+00:00,0.35082700353507595,0.9006278789444229,0.12939393939393942,936.0
usr003743,63,7085177,5101,{},5548,3597,387,2022-02-14 00:00:00+00:00,0,2024-02-10 07:40:58.606000+00:00,0.5719344404097925,0.6080007248357356,0.420943306727998,2836.0
usr003762,72,15422,1530,"{'starter_1': 1, 'gem_1': 2, 'gem_sub_1': 8, 'gem_2': 1, 'timed_a_2_3': 1, 'timed_a_2_1': 1, 'gem_3': 1, 'timed_m_2_1': 1}",7956,5663,275,2021-02-20 00:00:00+00:00,6,2024-04-12 08:10:12.035000+00:00,0.5843462512276655,0.7551871557906266,0.42416084775217905,2933.0
usr003778,83,600,2749,{},11172,8242,840,2018-04-29 09:54:47+00:00,0,2024-04-11 17:50:41.486000+00:00,0.7423456745627709,2.087971521163902,0.4343299722866287,3021.0
usr003782,135,208682752,10262,"{'timed_h_1_2': 2, 'gem_4': 1, 'prog_40': 1, 'gem_5': 1, 'gem_3': 1, 'starter_2': 1, 'prog_45': 1, 'gem_sub_1': 21, 'gem_sub_3': 1, 'timed_c_2_1': 1, 'gem_sub_2': 1, 'clan_1': 1}",25283,18055,889,2018-11-16 07:32:52+00:00,12,2024-04-12 07:36:40.777000+00:00,0.8823442178832194,1.6301988042212672,0.844025974025974,6505.0
usr003784,22,1320769,2961,{},508,439,30,2023-11-25 00:00:00+00:00,0,2024-04-12 01:08:57.894000+00:00,0.3022478667904094,0.25414176044979864,0.06354556013092598,422.0
usr003791,105,15213650,2813,{},14708,9519,257,2019-10-08 12:09:58+00:00,0,2024-04-11 18:17:42.703000+00:00,0.787578953533424,0.5207451992146945,0.7467043239411659,5684.0
usr003792,28,9432,1141,"{'gem_sub_1': 1, 'starter_1': 1}",799,703,14,2019-04-06 12:52:02+00:00,2,2024-01-27 14:14:41.455000+00:00,0.27977820927529445,0.216899044598422,0.15739778739778737,1006.0
usr003816,47,8747645,4017,{},2936,2376,232,2022-03-17 00:00:00+00:00,0,2024-01-14 08:16:45.729000+00:00,0.40242199255741873,0.31033769436159897,0.22085410825248225,1438.0
usr003824,47,4933983,4039,"{'starter_1': 1, 'gem_sub_1': 2}",2834,2198,106,2023-12-20 00:00:00+00:00,2,2024-04-12 04:49:32.865000+00:00,0.43100182009857363,0.3330665507329951,0.23278875153576253,1605.0
usr003827,28,399045,772,{},865,756,4,2021-12-20 00:00:00+00:00,0,2024-03-31 20:02:43.631000+00:00,0.2996371065838912,0.25627943018300103,0.08702902036235369,620.0
usr003838,93,8130867,8966,"{'starter_1': 1, 'timed_q_3_4': 1, 'starter_2': 2, 'gem_sub_1': 4}",12964,9249,289,2021-11-22 00:00:00+00:00,5,2024-04-12 00:50:54.338000+00:00,0.7159959182937927,0.7718533969667025,0.5165528298861631,3787.0
usr003839,97,15703205,1939,"{'timed_j_3_4': 1, 'gem_sub_1': 3, 'timed_q_4_5': 1, 'gem_1': 1}",12556,8473,1135,2021-11-24 00:00:00+00:00,3,2024-01-29 02:44:01.234000+00:00,0.687640975044226,0.5288632693495601,0.7776178738858164,6008.0
usr003865,150,75554496,7402,"{'starter_1': 1, 'timed_q_0_3': 1, 'prog_32': 1, 'prog_75': 1, 'gem_1': 1, 'gem_3': 2, 'gem_5': 1, 'gem_sub_1': 14, 'prog_69': 1, 'prog_52': 1, 'timed_h_0_1': 2, 'prog_68': 1, 'timed_n_1_1': 1, 'prog_70': 1, 'prog_40': 1, 'starter_2': 1, 'prog_50': 1, 'timed_l_0_1': 1, 'gem_2': 1, 'gem_4': 1, 'timed_l_0_2': 1, 'timed_h_0_2': 1, 'clan_2': 3, 'starter_3': 1, 'special_4': 1, 'clan_1': 2, 'timed_h_4_1': 1, 'timed_m_1_1': 1}",32122,22017,3216,2018-08-21 07:27:51+00:00,12,2024-04-10 23:40:55.025000+00:00,0.9598970112539759,1.312125786031294,0.8995312204272103,7005.0
usr003873,91,165042,12129,{'gem_sub_1': 1},12280,7189,1150,2021-12-31 00:00:00+00:00,1,2024-04-12 08:09:09.263000+00:00,0.7187692409347978,0.6675641064146962,0.6199597040227495,4610.0
usr003875,118,2953068,2797,{},19095,10919,2577,2018-06-16 18:30:36+00:00,0,2024-04-11 21:59:46.716000+00:00,0.8676422665333129,0.8895150358363193,0.7698567616722424,5906.0
usr003877,130,7554155,4923,{},24303,18777,105,2021-02-10 00:00:00+00:00,0,2024-04-12 00:27:34.066000+00:00,0.8248350347951188,0.5901176756800591,0.7894693325753931,6052.0
usr003884,63,40007340,1802,{'gem_sub_1': 3},5202,3302,905,2019-07-13 11:14:46+00:00,3,2024-04-11 06:11:11.527000+00:00,0.5414631820489024,0.2499427940415299,0.42885361552028217,3110.0
usr003885,175,93674572,2525,"{'starter_2': 1, 'timed_h_0_6': 1, 'timed_f_1_2': 1, 'prog_35': 1, 'timed_f_0_2': 1, 'prog_65': 1, 'timed_c_1_6': 2, 'prog_42': 1, 'prog_72': 1, 'timed_p_1_1': 1, 'timed_f_1_1': 5, 'timed_f_0_3': 1, 'prog_15': 1, 'prog_10': 1, 'timed_h_1_2': 1, 'timed_a_0_1': 1, 'prog_75': 1, 'timed_l_1_2': 1, 'timed_c_1_5': 1, 'timed_a_1_4': 1, 'prog_66': 1, 'special_1': 1, 'prog_57': 1, 'prog_61': 1, 'prog_52': 1, 'timed_n_1_1': 1, 'timed_i_0_2': 1, 'timed_a_1_5': 1, 'timed_n_1_2': 1, 'prog_78': 1, 'timed_i_1_4': 1, 'prog_25': 1, 'prog_64': 1, 'timed_k_0_2': 1, 'timed_e_0_1': 1, 'timed_h_0_1': 1, 'special_2': 1, 'prog_50': 1, 'prog_32': 1, 'timed_f_0_1': 1, 'timed_i_0_1': 1, 'starter_1': 1, 'timed_l_1_4': 1, 'gem_sub_1': 19, 'gem_sub_2': 1, 'timed_k_1_4': 1, 'timed_g_1_2': 1, 'timed_g_1_6': 1, 'timed_g_2_6': 1}",45551,34861,3235,2018-11-16 14:10:55+00:00,13,2024-04-12 00:09:40.601000+00:00,0.9110798500671274,1.3763406858107399,1.0,7890.0
usr003902,149,81319392,5300,{},36253,25935,1279,2020-04-03 19:45:53+00:00,0,2024-04-12 07:34:22.144000+00:00,0.8707185635037198,1.3078733279471229,0.8828424938999169,7064.0
usr003908,65,319573,3404,"{'gem_1': 5, 'starter_1': 1, 'gem_sub_1': 20, 'prog_s_2': 1, 'daily_10': 2, 'prog_10': 1, 'daily_9': 3, 'prog_15': 1, 'gem_2': 3, 'starter_2': 1, 'prog_27': 1, 'timed_l_0_1': 2, 'gem_3': 1, 'prog_32': 1, 'prog_37': 1, 'timed_a_1_5': 1, 'prog_42': 1, 'prog_45': 1, 'prog_47': 1, 'timed_d_1_1': 2, 'timed_d_1_3': 1, 'timed_d_1_2': 3, 'special_4': 1, 'timed_n_3_1': 1}",4617,3657,87,2019-10-24 00:00:00+00:00,11,2024-04-01 08:04:23.242000+00:00,0.7134028034323575,0.5619964619205945,0.4845511084107575,3452.0
usr003910,27,1479897,5363,{'gem_sub_1': 1},841,656,24,2022-03-01 00:00:00+00:00,1,2024-02-09 20:23:12.027000+00:00,0.31678049791409496,0.22664232359910977,0.06544469081054446,416.0
usr003916,97,30289,2096,{},14750,10932,189,2019-12-31 00:00:00+00:00,0,2024-04-12 06:26:23.947000+00:00,0.6926777824832031,0.9280147009501954,0.5617261808056945,4138.0
usr003917,101,5273559,10394,{'gem_sub_1': 1},17721,13590,104,2022-02-15 00:00:00+00:00,1,2024-04-11 12:23:01.786000+00:00,0.6616231014359556,1.6332623514912696,0.20316378066378066,1563.0
usr003925,73,476867,2428,{'gem_sub_1': 1},7210,4998,2014,2021-12-02 00:00:00+00:00,1,2024-04-11 10:03:35.793000+00:00,0.555995813172588,0.7508736873615279,0.5030300908242085,3661.0
usr003929,77,280596,5488,{'gem_sub_1': 1},8349,5996,381,2021-12-17 00:00:00+00:00,1,2024-04-12 05:30:45.545000+00:00,0.5982575409447092,0.4513714963352746,0.6118788934642593,4579.0
usr003932,32,1567056,2669,"{'daily_7': 1, 'daily_10': 2, 'gem_sub_1': 2, 'starter_1': 1, 'starter_2': 1}",1060,801,72,,4,2024-01-23 02:59:01.723000+00:00,0.33699793361746094,0.37030136247092904,0.16457638717801318,1114.0
usr003941,102,1500714,30296,"{'gem_sub_1': 11, 'prog_95_2': 1}",17314,11977,324,2021-08-16 00:00:00+00:00,5,2024-04-11 22:15:11.719000+00:00,0.7011693232296838,1.6972171413639925,0.49749518999519005,3601.0
usr003946,94,52474072,1594,{},13170,12020,45,2018-01-16 22:04:43+00:00,0,2024-04-11 11:15:41.961000+00:00,0.6877678713556731,1.921149154975687,0.30812030075187974,2074.0
usr003950,43,91850,1365,"{'starter_1': 1, 'prog_10': 1, 'gem_3': 1, 'daily_9': 1, 'clan_1': 1, 'timed_q_3_5': 3, 'starter_2': 1, 'prog_27': 1, 'special_5': 1, 'special_4': 1, 'gem_sub_1': 1}",2079,1692,87,2021-12-16 00:00:00+00:00,5,2024-02-23 12:55:09.401000+00:00,0.4429214384184965,0.47402823455444126,0.23771567787827946,1528.0
usr003956,27,0,60,{},829,638,24,2023-03-07 00:00:00+00:00,0,2024-01-20 01:08:59.383000+00:00,0.2911098997143707,0.3004210855115949,0.11444604777938108,729.0
usr003984,108,1055408,1097,"{'starter_1': 1, 'prog_30': 1, 'starter_2': 3, 'prog_32': 1, 'gem_sub_1': 3, 'prog_35': 1, 'gem_2': 1, 'prog_42': 1, 'prog_57': 1, 'prog_70': 1, 'prog_74': 1, 'prog_75': 1, 'timed_a_4_5': 2, 'prog_78': 1}",17773,14193,932,2022-08-18 00:00:00+00:00,10,2024-04-12 06:23:37.683000+00:00,0.6898977020504642,0.9999884366674776,0.6928052113362536,5256.0
usr003987,177,170685,12326,{'gem_sub_1': 3},32008,26583,93,2021-10-13 00:00:00+00:00,3,2024-04-12 00:43:54.540000+00:00,0.9310344827586207,2.377593545357797,0.9694537208822924,7667.0
usr003988,51,626332,31,{},3365,2776,556,2023-10-15 00:00:00+00:00,0,2024-04-12 01:45:56.717000+00:00,0.4110449348098358,0.29278225794340873,0.21813191466945647,1608.0
usr003989,61,1506545,3554,"{'starter_1': 1, 'prog_25': 1, 'prog_27': 1, 'gem_sub_1': 3, 'gem_1': 1, 'timed_f_5_7': 5, 'timed_f_5_3': 1, 'starter_2': 1, 'timed_f_5_1': 1, 'gem_2': 1, 'timed_p_4_3': 1, 'timed_i_4_4': 1, 'timed_i_4_3': 1}",4949,3755,300,2023-10-06 00:00:00+00:00,7,2024-04-11 23:02:57.008000+00:00,0.5302272269927226,0.4586795775529185,0.347012987012987,2580.0
usr003991,95,4110507,3780,"{'prog_s_3': 1, 'starter_1': 1, 'timed_f_3_7': 2, 'gem_sub_1': 2}",13087,8365,609,,3,2024-04-10 12:05:44.715000+00:00,0.7499864844165323,0.6224507407040318,0.635139963852085,4745.0
usr004010,119,3575765,15081,{'gem_sub_1': 1},22716,16745,1400,2022-01-11 00:00:00+00:00,1,2024-04-12 08:07:27.904000+00:00,0.7328765066121238,1.67416626870782,0.7092897883917838,5441.0
usr004024,76,530406,21722,"{'starter_2': 1, 'daily_5': 2, 'gem_sub_1': 3, 'gem_sub_2': 1}",8110,6361,348,2023-03-28 00:00:00+00:00,5,2024-04-12 01:17:12.956000+00:00,0.5760529390387117,0.7168318671428157,0.3849938017417692,2719.0
